"","x"
"85",0.00274047855810311
"86",0
"87",0.00109409201285882
"88",0
"89",-0.00603237365344134
"90",0.00439078641748969
"91",0.0098093429616255
"92",0.00432901108958506
"93",0.0021574981400212
"94",0.0064447054426422
"95",-0.0042918520815407
"96",0.00589655956684254
"97",-0.00106951881852657
"98",0
"99",-0.00107066391384025
"100",0.0026745134958146
"101",0.00320000273067089
"102",-0.000532623181699332
"103",0.00106496282695634
"104",-0.0101632327062182
"105",0.0149415799981987
"106",0.00264480450387694
"107",0.011032420803577
"108",0.00625002034517097
"109",0.00724265969930293
"110",-0.00776200533548899
"111",-0.0141252675520116
"112",-0.00263782796055034
"113",0.0021108187256913
"114",-0.00263922032319019
"115",-0.00476822095467133
"116",0.0089876364973791
"117",0.0083857933762741
"118",-0.00104438651790595
"119",-0.0553161141294862
"120",-0.0111050558227017
"121",0.0111050558227017
"122",-0.0376978534144885
"123",0.0142330896908605
"124",-0.00283045759304867
"125",0.00959104672292455
"126",0.00559911877105046
"127",-0.0134909297410153
"128",-0.00453772758213855
"129",-0.0154686556151775
"130",-0.0263250065764122
"131",-0.0107271588841331
"132",0.0107271588841331
"133",-0.0113264996272764
"134",0.0225261451329324
"135",0.0174321671686712
"136",0.0142982132759104
"137",-0.0011363637586479
"138",-0.00627318852207726
"139",-0.0144053196875511
"140",0.00231884161874873
"141",0.0132299887708816
"142",0.0107986272422256
"143",0.0084436189801691
"144",0.0100391250283285
"145",-0.00389213724590398
"146",0.00222593302815399
"147",0.00830339672454894
"148",0.0147745505579957
"149",0.00271223382971986
"150",0.00809284157945322
"151",-0.00701000444062139
"152",-0.010881500187534
"153",0.000546896376770079
"154",0.00163889684321017
"155",0.00109110758233433
"156",0.0108460933093903
"157",0.00752287266298746
"158",0.00107009105984446
"159",-0.00107009105984446
"160",0.00746670135653726
"161",-0.00159532073185975
"162",-0.013394253287665
"163",-0.000539519840440761
"164",0.000539519840440761
"165",-0.0059507884559773
"166",-0.000542740854570845
"167",0.00703275822628324
"168",0.00698364374725235
"169",-0.00752287266298746
"170",0.00269324159564377
"171",0.00856995068306698
"172",-0.00749468176226031
"173",0.0138742887262993
"174",0.0115912783571974
"175",0.00470343171763599
"176",0.00571875746234562
"177",0.00413865050126683
"178",-0.00310238097848137
"179",-0.00519211965995803
"180",0.00829450063843939
"181",0.0036073216133885
"182",-0.00102933616911427
"183",-0.0145230768383704
"184",0.0140080111561103
"185",0.000515065682260119
"186",0.00154360720127666
"187",0.0122638225865788
"188",-0.00152477793201378
"189",0.0171461588349704
"190",-0.00551518068811019
"191",0.011497252365658
"192",-0.00598207167754783
"193",-0.0110609473594248
"194",0.00403633242246038
"195",-0.000503651483827028
"196",-0.00707788596857073
"197",0.00909097170125195
"198",0.00601505572976135
"199",0.000499625291432437
"200",-0.00300150300375668
"201",0
"202",0.00599402394021054
"203",-0.00149514107095028
"204",-0.0221895135443231
"205",0.00812599697427041
"206",-0.00812599697427041
"207",-0.00408789531966747
"208",0.00153491971808384
"209",0.00865365542785268
"210",0.00606368709867544
"211",-0.0249949252847683
"212",0.0102775827582402
"213",0.0116900950078032
"214",0.00755100491921779
"215",0.00350438406194975
"216",-0.00752448997861555
"217",-0.00201612971518461
"218",-0.00505817972735256
"219",0.00707430944253717
"220",0.00351847560767693
"221",-0.0025119329962755
"222",0.0139862419747399
"223",0.00790517950711322
"224",-0.00691360778481798
"225",-0.0312053503187917
"226",-0.00976118718776675
"227",0.00720167721611542
"228",0.00765896008400047
"229",-0.0341471355525802
"230",0.0161841172739829
"231",0.00722397362403226
"232",-0.00257400399517316
"233",0
"234",0.016360283105207
"235",-0.002030457550382
"236",-0.000508259223139351
"237",-0.0122763690116194
"238",-0.00515997016910896
"239",0.0265457139129599
"240",0.00552626375011833
"241",0.000500876544406115
"242",0.000500625792683618
"243",0.0044943895878391
"244",-0.0075019106517944
"245",0.0188966338912895
"246",0.0039331417468369
"247",0.0024503810349521
"248",0.0165052290584904
"249",-0.00385914613056926
"250",0.00866222933165739
"251",0
"252",0.0062097166343138
"253",0.0056980211146378
"254",-0.0128665105932502
"255",0.0161754240353971
"256",-0.00378251041997846
"257",0.00896021085515031
"258",0.00748366448717297
"259",0.00418507934720447
"260",-0.00698489452195128
"261",-0.00187090793581168
"262",-0.00846267391873345
"263",0.00377003274054122
"264",-0.00471476592370301
"265",-0.0061626172754905
"266",0.0108773831991935
"267",0.019101442634466
"268",0.00322506614479545
"269",-0.00368664012021869
"270",0.00506563367361146
"271",0.00868974139487388
"272",0.0108696722369039
"273",-0.0036101122240999
"274",-0.00589437208746402
"275",0.00453721286535602
"276",0.00361500619619415
"277",0.00045095829400088
"278",-0.00270880526808703
"279",-0.00543972329581788
"280",0.0058917007046424
"281",-0.0136489835011062
"282",-0.00183402160532387
"283",0.00320733379186411
"284",0.00274097933142237
"285",0.000456100349981892
"286",-0.00778214044205461
"287",0.00183654780730125
"288",0.00229095174655569
"289",0.00365464088819767
"290",-0.00640441347326837
"291",0
"292",0.00320733379186411
"293",0.00410865677278771
"294",0
"295",-0.0114548789747664
"296",-0.0134541579448224
"297",-0.00750120723116554
"298",0.00188058353496201
"299",0.0163059750728931
"300",-0.00370370793748487
"301",-0.00185701074721267
"302",0.00556071868469754
"303",0.00415034029005712
"304",-0.00924648289206642
"305",-0.00092936809663291
"306",-0.011690570365837
"307",0.00328715956945747
"308",0.00700773715740466
"309",-0.00747667034302024
"310",-0.00281822638384188
"311",0.00656354911400392
"312",0.0134604028109773
"313",0.00138217022695164
"314",-0.0018433184942892
"315",-0.0013847221229466
"316",-0.000462000470217827
"317",0.00874171658357126
"318",0.0118398468701737
"319",-0.00226603314731211
"320",0.00226603314731211
"321",0.00180913663093252
"322",-0.00407516977824463
"323",0
"324",0.000453617608141332
"325",-0.00408998525152526
"326",0.000455269755188947
"327",0.00861097548256406
"328",0.0103255687315804
"329",0.00178491792145374
"330",0.00444840591203599
"331",0.00398671624382141
"332",0.00836456560832222
"333",-0.00175515622064859
"334",-0.00616742043020224
"335",-0.000884173355567341
"336",0.00132596704510357
"337",-0.00575859841634108
"338",-0.00802858906657455
"339",-0.00674008392984549
"340",-0.0191175599344788
"341",-0.00322209714895916
"342",0.010091828768592
"343",-0.0184252103277363
"344",-0.00232720607708625
"345",-0.00467072311055849
"346",-0.00940740710189525
"347",-0.00521204686170851
"348",-0.000950570413781993
"349",0.00852277886198305
"350",0.00657897109804217
"351",0.00793099561894994
"352",-0.00186046565291953
"353",-0.0112360732669261
"354",0.00422833610952145
"355",0.00700773715740466
"356",0.0037174764001322
"357",-0.00325203538637719
"358",0.00556845986437571
"359",-0.00417343522521119
"360",0.00139308125617355
"361",0.0133673343269471
"362",0.0091158334080097
"363",0.000453617608141332
"364",-0.00136147059832137
"365",-0.00500797768715877
"366",-0.00595103610256054
"367",-0.0106163009550575
"368",-0.0121383376443691
"369",0.000469593809991675
"370",0.00328099661567682
"371",-0.0127150288490356
"372",-0.00665718102917934
"373",0.00665718102917934
"374",0.00614223523314417
"375",0.0191281782631161
"376",0
"377",0.00415034029005712
"378",-0.0046125543033706
"379",0.00230893660647791
"380",0.00551979322359797
"381",0.0082229791804318
"382",-0.0114391547071371
"383",0.00870566781147675
"384",-0.00182648452603429
"385",-0.00182982667707643
"386",0.00182982667707643
"387",0.0100046309699264
"388",0.0152674721307888
"389",-0.00536194314138561
"390",0.00669794868412765
"391",0.00266666824691519
"392",0.00442870520129279
"393",-0.0102155007844518
"394",0.00489869605764692
"395",0.0136776895152884
"396",0.00131377290628443
"397",0.00697778670706084
"398",0.000868809785319336
"399",-0.00435161696278108
"400",-0.00393271208200341
"401",-0.0021915415302165
"402",0.000438692702802168
"403",-0.00439561147303813
"404",0.00395691877023596
"405",0.00350416477709681
"406",0.00305610366653486
"407",-0.000436014831411757
"408",-0.00437063632810863
"409",-0.00351031514474487
"410",0.00657176516323466
"411",-0.000873744048596858
"412",-0.00131204917138339
"413",0.00218579321998025
"414",0.00782953107970474
"415",0.00690849034381147
"416",0.00171969087952695
"417",0
"418",0.00599573530633402
"419",0.00213265169336108
"420",0.00255319287633871
"421",0.00381760802994524
"422",-0.00509338961910277
"423",0.00424629088145112
"424",0.00465018804574946
"425",-0.000843881906619881
"426",-0.00295920740147793
"427",-0.00127091734963258
"428",0
"429",-0.000848176471544004
"430",-0.00723869458438386
"431",-0.0042826617920011
"432",0.00342759547226779
"433",0.000855066319733311
"434",-0.00557104504945549
"435",-0.000429830223681815
"436",0.00898786277241381
"437",0.00721718267496518
"438",0.00632513177696881
"439",-0.00294675018534152
"440",0.00252631713311091
"441",-0.00126236078198527
"442",-0.00421941554270866
"443",-0.00169276384052042
"444",0.00380469704366426
"445",0.00630916919326463
"446",-0.00335993596224782
"447",-0.00337126320140824
"448",-0.000844594644801688
"449",-0.0148970620436009
"450",-0.0247462160853322
"451",0.00394823939085009
"452",0.00828432904478449
"453",-0.00304414238122819
"454",-0.0065545351550691
"455",-0.00527473750454632
"456",-0.00132304319189025
"457",0.0122808561013645
"458",0.00695050582652312
"459",-0.00738652065793488
"460",-0.00480875243588352
"461",-0.0145665784627051
"462",-0.000889679773986352
"463",0.0123840591997215
"464",0.00175669786063359
"465",0.00262927408262081
"466",-0.000437732552404313
"467",-0.000876040353880114
"468",-0.00395170656947741
"469",-0.00220215900490084
"470",-0.00176522552456904
"471",-0.010657294473988
"472",0.00133838967112299
"473",0.010201907067743
"474",-0.0022089693099816
"475",0.00265017822955915
"476",0.00922070199215952
"477",0.00566573753567745
"478",0.00563381771825577
"479",-0.00302964957986829
"480",0.0116355546727478
"481",0.00171232918551256
"482",0.00170940212564874
"483",-0.00513699759791653
"484",0.00299978797911171
"485",0.000855432045321347
"486",-0.000855432045321347
"487",0.00171013295205302
"488",0.00341151716800203
"489",0.00339991827721819
"490",0
"491",-0.00254885439606145
"492",0.00127523928015227
"493",-0.00425713712331843
"494",0.0089191502291297
"495",0.00168990323275242
"496",0.00337126320140824
"497",0.0012612993053267
"498",0.00335570784697214
"499",0.00167364055802999
"500",-0.000418147612197828
"501",-0.00377121754307952
"502",-0.00336417474563211
"503",0.00504202748824811
"504",0.00501673292959826
"505",0.00747822346724591
"506",-0.00414766252008114
"507",0.00124610608024689
"508",0.00455581653586101
"509",0.00206398422085119
"510",0.00862251287553439
"511",0.00814336747717181
"512",-0.00487805845343292
"513",0.000814663996176357
"514",-0.000407249038412161
"515",0.00244101016243503
"516",-0.00162667786987658
"517",-0.0139346517046537
"518",-0.00372131915904861
"519",0.00660613467711713
"520",-0.00743497848751806
"521",-0.000414679665905027
"522",0.00289915299356691
"523",-0.00289915299356691
"524",0.00537746900803393
"525",-0.00537746900803393
"526",-0.00791176311064845
"527",-0.00209248873169265
"528",-0.000419023680968689
"529",-0.00504202748824811
"530",-0.0161362312214957
"531",-0.0116255345936223
"532",0.00302702933839072
"533",0.0030178940775234
"534",-0.00344976625007476
"535",0.00129505737936242
"536",0.00473424598464378
"537",-0.00128893680573094
"538",0.00128893680573094
"539",0.0166067261195555
"540",0.00126609006150913
"541",-0.000843881906619881
"542",0.0012655559588306
"543",-0.00507186209796018
"544",0.000847098737651653
"545",0.00464625967845578
"546",0.000842460032978387
"547",0
"548",0.00713239860178083
"549",-0.00209248873169265
"550",-0.00209687642358469
"551",0.00293439741056423
"552",0.00167294058256395
"553",0
"554",-0.00586757760541579
"555",-0.000420433052230607
"556",0.00879218558896744
"557",0.00788876833504348
"558",0.0078270224504684
"559",-0.0078270224504684
"560",-0.00248447332766188
"561",0
"562",-0.00415455520714714
"563",-0.00920123597440847
"564",0.0046112007928043
"565",0.0012539186595939
"566",0.00707599206325238
"567",-0.00665836833615563
"568",-0.0126052089189823
"569",-0.00296421982871697
"570",-0.00723561360640534
"571",0.00383713964729404
"572",0.0080525970205807
"573",-0.0046541230614694
"574",-0.00424990014932902
"575",-0.00213174244019143
"576",0.00468384931242616
"577",0.000424718630296361
"578",-0.00255102179160538
"579",-0.00726343718852984
"580",-0.00645302303800666
"581",0.016692020339101
"582",0.00423549976685456
"583",0.000422564975651962
"584",0.00589723697287869
"585",0.00209775617099872
"586",-0.000838574472620923
"587",-0.00378231171649857
"588",0.00126236078198527
"589",-0.00421408124683076
"590",-0.00338409798424033
"591",-0.00169635324817863
"592",0.00211999231403537
"593",0.00549103808410045
"594",0.0016835020811139
"595",0.00545189020759773
"596",-0.000836820132515292
"597",0.00209073879210919
"598",-0.00250941160542606
"599",-0.00167644632725228
"600",0.000838574472620923
"601",-0.00251783599234079
"602",-0.000840689414793427
"603",0.00712343259428838
"604",0.00624351663968525
"605",0.00661706301929499
"606",0.0045239641212107
"607",-0.00576133280868074
"608",0.0032962534995975
"609",0
"610",0.00246507930908324
"611",-0.00287651729061222
"612",0.00123380644892856
"613",0.00410172847421775
"614",0.00326931227037219
"615",0.00325865868807984
"616",-0.00122075294915946
"617",0.00162733965937534
"618",0.00243605479788123
"619",0.00364299127850121
"620",0.00322711050537583
"621",0.00522194398115161
"622",0.00638979809877105
"623",-0.00239139213207595
"624",-0.000399121937048275
"625",-0.0031987232391919
"626",-0.000400560790454918
"627",-0.0040144574186618
"628",-0.00201328837885528
"629",0.00682870699372184
"630",0.00199960074625105
"631",0.00518032638855725
"632",0
"633",-0.00438160430136625
"634",-0.00801607498823609
"635",0.00401606965488988
"636",0.00200200267067308
"637",0.00439034830129303
"638",0.00516386450351858
"639",-0.00317460584077223
"640",0.00158856268513752
"641",0.00237812240496771
"642",0.00434525668884556
"643",0.00118180041329996
"644",0.00196656897204095
"645",-0.000786163562503273
"646",0.0011790136952321
"647",-0.000785854657339158
"648",0.00313972000466789
"649",0.00117485817312435
"650",-0.00117485817312435
"651",-0.00826288391955643
"652",-0.00118600527837609
"653",0
"654",-0.00316957476127921
"655",-0.0103710542654869
"656",-0.00200682387239004
"657",0.00240770581802696
"658",0.00120168249990416
"659",0.000400240149429187
"660",-0.00481348703154749
"661",-0.00160965829523807
"662",0.0044203407318153
"663",0.00120216403979123
"664",0.0024000011520009
"665",0.00478279110206525
"666",0.00396825917562094
"667",-0.000396118048356708
"668",-0.00118929647318389
"669",-0.00397456803033469
"670",-0.0100060870869285
"671",-0.00686178272547711
"672",0.00121432923240183
"673",-0.000404612588971176
"674",-0.0105778040796376
"675",0.00326664234951712
"676",0.00203624586749074
"677",-0.0028519065978676
"678",0.00244498899306667
"679",0.000813669695013175
"680",0.00446338740583041
"681",0.00363710241316761
"682",0.000806451656610641
"683",-0.00322971617038492
"684",-0.00202388249613783
"685",-0.00568875975442173
"686",-0.0024479816386398
"687",0.00163265342388508
"688",-0.000815993517329083
"689",-0.0024519832472869
"690",-0.00163800200423836
"691",0.00734997183873265
"692",-0.000406917604800938
"693",-0.000814332292558451
"694",-0.00285539659640399
"695",-0.0173057470975926
"696",-0.00625392907629951
"697",0.0120558516924074
"698",-0.00289675352570029
"699",-0.00248962784195994
"700",-0.0112806711175515
"701",0.00293685967330948
"702",0.00668060939763881
"703",0.00249376687840241
"704",0.00165906301016072
"705",0.000828500461641291
"706",0
"707",0.0152047309694288
"708",0.00325733187030641
"709",0.00284148760294833
"710",0.00404531296000288
"711",0.000403632699728096
"712",-0.000403632699728096
"713",-0.00485634301256921
"714",0.00243111951181962
"715",0.00161746901418081
"716",0.00201816415623712
"717",0.0144117786613034
"718",0.00673403218134405
"719",-0.00197589473492732
"720",-0.000395647878554062
"721",0.00591834436120564
"722",-0.00236313619228312
"723",0.00628932890756406
"724",0.00547090071090128
"725",0.000779119634270131
"726",0.00233372334621995
"727",-0.00116618089018239
"728",-0.00389712106636431
"729",0.000390396257154535
"730",0.00544960476756451
"731",0.00657769831442012
"732",0.00192641169188024
"733",-0.000770119406563907
"734",0.00307692550447891
"735",0
"736",0.00115141060504209
"737",-0.00115141060504209
"738",-0.0003840983338943
"739",0.00459947150445794
"740",0.00571974867278691
"741",-0.00419128066409824
"742",0.000763358815694559
"743",0.00152497170231758
"744",0.0056980211146378
"745",0.00717119510265807
"746",-0.000752445483206632
"747",-0.00112973086766033
"748",0.00451128584650107
"749",-0.00677458368175543
"750",-0.00416273070361184
"751",-0.00151802685697744
"752",-0.00954023644976587
"753",-0.00847136371474067
"754",0.00616809974064791
"755",0.00230326397409275
"756",0.00191534247406899
"757",-0.00421860644816174
"758",-0.000384393623799273
"759",0.00498562873551567
"760",-0.0019146090474389
"761",0.00114920525959361
"762",-0.0019160764628201
"763",-0.001919754861051
"764",0.00115229511501669
"765",0.00306631133314506
"766",0.00267533123453001
"767",0.00684673652211742
"768",0.00491587301176555
"769",0.00113100860312754
"770",-0.00453172980988237
"771",-0.0102721085832473
"772",0.0136728297900022
"773",-0.0314202091791418
"774",-0.0027285146532039
"775",0.000780335583880909
"776",0.00389257011551125
"777",-0.00350263055120204
"778",-0.0058651194523982
"779",-0.000784621460417689
"780",0.00352595859913274
"781",0.00234375107288454
"782",0.00467108673376515
"783",0.00619436746427349
"784",0.001542615037879
"785",-0.00192864090640565
"786",0.00115763084508114
"787",0.0026959384709091
"788",-0.0084975405104406
"789",0.000387822382212022
"790",0.00193685902114771
"791",-0.000387071806652095
"792",0.00309238746626939
"793",0.00807230983421192
"794",0.000382775124290635
"795",0.00191168094923277
"796",0.00152671785379965
"797",0.00418649517266445
"798",-0.0034240094323299
"799",-0.000762485740334551
"800",-0.00152671785379965
"801",-0.00613028739739452
"802",0.00574824345769498
"803",-0.00267840221340654
"804",-0.00576370471675025
"805",0.00154023904150113
"806",-0.0147289484419648
"807",-0.0125738395295603
"808",-0.00158290496050473
"809",-0.000792393068402397
"810",-0.0248808982500019
"811",0.00405515559755409
"812",0.00886387753494766
"813",-0.00200762966448753
"814",-0.00241448809451761
"815",-0.00201653627519294
"816",0.00362684258129686
"817",0.0040144574186618
"818",-0.00200521422713784
"819",-0.0117102085177816
"820",0.00445796077701743
"821",-0.00242915099205954
"822",-0.00854880028223892
"823",-0.0110998056370906
"824",0.000413308540704982
"825",0.00576845439674045
"826",0.00736802350862931
"827",0.00650408796917645
"828",-0.0024340782808796
"829",0.00445796077701743
"830",0.0108587433348757
"831",0.00119928057548213
"832",-0.00119928057548213
"833",-0.00400802139753864
"834",0
"835",0.000401525803427116
"836",-0.00684796230974705
"837",-0.00121334696382336
"838",0.00564973254211898
"839",-0.000402495477359821
"840",-0.00362976805057835
"841",-0.0020222453807679
"842",0.00926865390153475
"843",0.00520105193245568
"844",-0.00119784402423928
"845",-0.00159936059682186
"846",-0.00481348703154749
"847",-0.00929111914999448
"848",-0.00733200840629245
"849",0.00326530902373889
"850",-0.0160200591841835
"851",0.00289435802636451
"852",-0.00165289293829973
"853",-0.0062227954382692
"854",0.00249376687840241
"855",-0.00332640639361781
"856",-0.0172236982015974
"857",-0.00254561019943411
"858",0.00888142864851993
"859",0.00294303344650348
"860",-0.00843175315793765
"861",-0.0029679903067894
"862",0.0126583968719234
"863",-0.00041937513720125
"864",0
"865",0.00502093105009971
"866",0.00665559861173604
"867",-0.0012445552322049
"868",0.00414250799515603
"869",0.000826446328031416
"870",-0.00289555528058161
"871",0
"872",0.00413394553172797
"873",0.00288362712691814
"874",0.00205465451366438
"875",0.000820681211429086
"876",0.00531807348689606
"877",-0.000408079989339782
"878",-0.00286123228103241
"879",-0.000819000864780595
"880",-0.00988068968947697
"881",-0.0037305742747713
"882",0.00290275965796161
"883",0.00124146508806477
"884",0.0070060043419522
"885",-0.00535311140365247
"886",-0.00248036505833227
"887",0.00124095155532178
"888",0.00165221020649842
"889",0
"890",-0.00662528303345367
"891",0.00166044039809909
"892",0.00620221132282461
"893",0.0094359674481721
"894",0.010560618050623
"895",0.00362976805057835
"896",-0.00241838086428148
"897",-0.00404367716380927
"898",0.00485045413374952
"899",-0.000806776969940248
"900",-0.00121138718629688
"901",-0.00121285642520963
"902",0.0024242436115065
"903",-0.00201979466767144
"904",-0.00445796077701743
"905",-0.00244001747736577
"906",-0.00407997301991525
"907",-0.00615134193099465
"908",-0.000823045313950832
"909",0.00246710651451787
"910",-0.010735032901819
"911",-0.00666391470649774
"912",-0.00292948525051218
"913",-0.00293809235490361
"914",-0.0021039351333445
"915",-0.0178500276992302
"916",0.0042789966872796
"917",0.00596000061381474
"918",-0.00212449623140776
"919",0.00254885439606145
"920",0.00169563414938168
"921",0.00169276384052042
"922",-0.0101998334351223
"923",-0.011600559737289
"924",-0.0187573656480633
"925",0.00833155444272693
"926",0.00479199348708059
"927",0.00260416813838749
"928",-0.00521513567910814
"929",-0.0030547699949568
"930",0.0138891121606672
"931",0.00129226811005356
"932",0.000430385201392269
"933",0.00257842858794444
"934",0.00641713432063362
"935",0.00170430377853314
"936",-0.00597781455591528
"937",0.00597781455591528
"938",0.0042480947487622
"939",-0.00467389845968791
"940",-0.003840414363808
"941",0.00809031451313702
"942",0.00169491565999147
"943",0.00169204778102428
"944",-0.00381114160220086
"945",0.00465609306776527
"946",0.0113375138411191
"947",0.00790189181246159
"948",0.000828157397228413
"949",0.000413821648777457
"950",0.000827129906544322
"951",0.00453702572456693
"952",0.00205549918209602
"953",-0.00164406120056704
"954",-0.00205888481212746
"955",0.00123583949817663
"956",0.011868361123808
"957",-0.00162866485512358
"958",0.00487805845343292
"959",-0.00610130019617694
"960",0.00528994112529757
"961",-0.00121827426235432
"962",0.00202963333323369
"963",-0.0118296300990832
"964",0.00368626262191141
"965",0.00326530902373889
"966",-0.00654131522964008
"967",-0.00534650666963321
"968",0.00164812563058891
"969",0.00451838928507531
"970",0.00163800200423836
"971",-0.00327869146169846
"972",0.00573067470898536
"973",0.000815993517329083
"974",0.00569338666818764
"975",0.0040469500801974
"976",0.000807428384600684
"977",0.00683694599653117
"978",0.00080128209415431
"979",0.000400400405749846
"980",-0.00120168249990416
"981",-0.00321156438221415
"982",-0.00120700075003555
"983",-0.00241838086428148
"984",-0.000807428384600684
"985",-0.00283114445930766
"986",0.000809716643430658
"987",0.0100665235007082
"988",-0.000801603249336313
"989",0.00200280459497026
"990",-0.00160192264933334
"991",-0.00764437438113186
"992",-0.00283114445930766
"993",0.00444534981384859
"994",-0.00363563317041793
"995",-0.00649616575998913
"996",0.00851759357586612
"997",0.00201734988731417
"998",0.00562702449381769
"999",0.00599402394021098
"1000",0.001592357024363
"1001",-0.00318725369417949
"1002",-0.00520105193245568
"1003",-0.00522824436452973
"1004",0.00522824436452973
"1005",0.00560001463473592
"1006",0.00477517819431661
"1007",0.00948248906950955
"1008",0
"1009",0.00978289938773225
"1010",0.00272214828798445
"1011",0.00155219278350849
"1012",0.00232378106118469
"1013",0.00308999859613479
"1014",0.00615149959806383
"1015",-0.00307101968807677
"1016",0.000384393623799273
"1017",0.00230326397409275
"1018",-0.00345688840505343
"1019",-0.00269697716932482
"1020",0.00346620797648622
"1021",0.00727833130649103
"1022",0.00380952841666771
"1023",-0.00266514530493644
"1024",-0.00229007733672804
"1025",-0.00114700834597858
"1026",-0.00306513649937656
"1027",0.00229973271153128
"1028",-0.0030674870678622
"1029",-0.00887180360984585
"1030",0.00193535961318902
"1031",0
"1032",0.00231749814036242
"1033",-0.0034782643763247
"1034",0
"1035",0.00309238746626939
"1036",0.00922019593691337
"1037",0.0038167985267008
"1038",0.00266311741948355
"1039",0
"1040",0.00341361985192457
"1041",0.00415643900862106
"1042",-0.0026430070133534
"1043",0.0022658619966256
"1044",0.00226073947078786
"1045",0.00450620364471099
"1046",0
"1047",-0.00450620364471099
"1048",-0.000376435163488953
"1049",0.0022564883587326
"1050",0.00412371718386195
"1051",0.0029884220970402
"1052",-0.000746268691350416
"1053",-0.00711746776886368
"1054",-0.00489919954864382
"1055",-0.00189071714483058
"1056",0.00528502551405374
"1057",0.00375799014232969
"1058",0.00112464866587025
"1059",0.0093232075657852
"1060",0.00850125245603817
"1061",0.00147112935689853
"1062",0.00183587347323177
"1063",-0.00921325846386223
"1064",0.00369549570604955
"1065",0.0099101563497288
"1066",0
"1067",0.00691540517540279
"1068",0.00253577386376369
"1069",0.00756896747382374
"1070",0.00322638745552295
"1071",-0.00646321819021223
"1072",-0.000360295446160119
"1073",-0.00397184129297434
"1074",0.00144613184999942
"1075",0.00360620657672905
"1076",0.00359324856612542
"1077",-0.00611622701743597
"1078",0.00180277676371654
"1079",0.0150163708319306
"1080",0.00283487078584699
"1081",-0.0017708522424762
"1082",0.00247831601446702
"1083",0.000353544285103702
"1084",0.00774651761110468
"1085",0.00489854023616809
"1086",-0.00104766903244391
"1087",-0.00455262561848802
"1088",0.00804059567020676
"1089",-0.00558660670863986
"1090",0.00836824967051664
"1091",0.0013879252748481
"1092",0.0003466805373602
"1093",-0.00451624877408507
"1094",0.00347584639135246
"1095",0.00588135236218834
"1096",0.000344887052909915
"1097",-0.00241671099843055
"1098",0.00826166489158631
"1099",-0.00412230058170948
"1100",0.00480770156810317
"1101",0
"1102",-0.00102827772556635
"1103",-0.000342994343955905
"1104",-0.00171673861905441
"1105",-0.00378723124388269
"1106",-0.02267670867103
"1107",-0.00672687967683494
"1108",0.00672687967683494
"1109",0.00843293823918723
"1110",0.00139860162658323
"1111",0.00731073752200606
"1112",0.00725767830628454
"1113",-0.00275862243907943
"1114",0.00275862243907943
"1115",0.000688468185541691
"1116",0.00068799452318169
"1117",0.00171791830602475
"1118",0.00445282462063501
"1119",-0.00205268631774258
"1120",0.00273597981887486
"1121",0.00510987315227052
"1122",-0.0075034458457317
"1123",0
"1124",0.0129253500124689
"1125",0.0110906866941582
"1126",0.000668225885205764
"1127",0
"1128",0.00665781420686695
"1129",-0.000663790266656417
"1130",-0.00332557672637712
"1131",0.00232906443663783
"1132",0.00331785307679366
"1133",-0.00431535939391869
"1134",-0.00266489165037687
"1135",-0.00468071733889142
"1136",0.00634710665967875
"1137",0.00796024103838811
"1138",0.0013205680360846
