date,RETX.T.30,vwretx.T.30,ewretx.T.30,sprtrn.T.30,Spread.T.30,Volatility.T.30,Change in volume.T.30,RETX.T.2,vwretx.T.2,ewretx.T.2,sprtrn.T.2,Spread.T.2,Volatility.T.2,Change in volume.T.2,RETX.T.1,vwretx.T.1,ewretx.T.1,sprtrn.T.1,Spread.T.1,Volatility.T.1,Change in volume.T.1,Movement.T.0
20070328,0.009633,0.007043,0.004547,0.007644,0.26,-0.00087,1.539503312,0.008224,0.000486,-0.000055,0.000968,0.41,0.00205,1.477523724,0.005438,-0.005705,-0.004908,-0.006184,0.15,0.0023,0.655302444,0
20070329,0.008348,0.001656,0.001407,0.001038,0.24,-0.00129,0.800930435,0.005438,-0.005705,-0.004908,-0.006184,0.15,0.0023,0.655302444,-0.017307,-0.007241,-0.004751,-0.007966,0.35,0.00219,1.021607964,0
20070330,-0.012419,0.000465,0.002593,-0.000872,0.28,-0.00191,1.007210636,-0.017307,-0.007241,-0.004751,-0.007966,0.35,0.00219,1.021607964,-0.00055,0.003475,0.001934,0.00374,0.38,0.00182,0.853645595,0
20070402,0.016766,0.00356,0.005941,0.002844,0.41,-0.00138,0.935649816,-0.00055,0.003475,0.001934,0.00374,0.38,0.00182,0.853645595,-0.001652,-0.000393,0.002428,-0.001174,0.38,0.00164,0.722173052,1
20070403,0.012956,-0.000342,0.001616,-0.001404,0.33,-0.00137,1.592615703,-0.001652,-0.000393,0.002428,-0.001174,0.38,0.00164,0.722173052,0.000552,0.003,0.001973,0.002597,0.19,0.00213,0.99463126,1
20070404,0.00407,-0.000589,0.002212,-0.000858,0.29,-0.00114,0.650011945,0.000552,0.003,0.001973,0.002597,0.19,0.00213,0.99463126,0.012128,0.008659,0.006603,0.00928,0.3,0.0018,1.570516939,1
20070405,-0.026057,-0.002646,0.000056,-0.003564,0.55,-0.00218,1.641561589,0.012128,0.008659,0.006603,0.00928,0.3,0.0018,1.570516939,0.010893,0.001466,0.001164,0.001113,0.24,0.00173,0.719392923,1
20070409,0,-0.001358,-0.001145,-0.001254,1.02,-0.00159,0.613709276,0.010893,0.001466,0.001164,0.001113,0.24,0.00173,0.719392923,0.005927,0.003322,0.003144,0.00305,0.28,0.00201,0.935172884,0
20070410,-0.03151,-0.0342,-0.031302,-0.034725,0.51,-0.00261,1.196765435,0.005927,0.003322,0.003144,0.00305,0.28,0.00201,0.935172884,-0.005356,0.00057,0.000826,0.000589,0.16,0.00268,0.919408006,1
20070411,0.008594,0.004514,0.003754,0.005561,0.53,-0.00232,1.194064101,-0.005356,0.00057,0.000826,0.000589,0.16,0.00268,0.919408006,0.015078,0.002666,0.002396,0.002617,0.2,0.00299,1.214340827,0
20070412,0.020694,-0.002877,-0.004992,-0.002595,1.07,-0.00144,1.711476314,0.015078,0.002666,0.002396,0.002617,0.2,0.00299,1.214340827,-0.013793,-0.00596,-0.004394,-0.006573,0.45,0.00317,1.223460612,1
20070413,-0.003578,-0.012608,-0.011535,-0.011403,0.36,-0.00058,0.458130063,-0.013793,-0.00596,-0.004394,-0.006573,0.45,0.00317,1.223460612,0.005917,0.006328,0.005619,0.006206,0.27,0.00328,0.759149591,0
20070416,-0.020347,-0.01205,-0.017204,-0.009408,0.66,-0.00128,0.912891242,0.005917,0.006328,0.005619,0.006206,0.27,0.00328,0.759149591,-0.003743,0.003723,0.005141,0.003488,0.39,0.00168,1.422113672,1
20070417,0.031154,0.016699,0.017657,0.015494,0.44,-0.00007,1.123579331,-0.003743,0.003723,0.005141,0.003488,0.39,0.00168,1.422113672,0.014493,0.010481,0.009216,0.010751,0.29,0.00191,0.824708208,0
20070418,-0.023104,-0.001565,-0.00007,-0.002465,0.39,-0.00085,0.806329609,0.014493,0.010481,0.009216,0.010751,0.29,0.00191,0.824708208,-0.000529,0.001019,-0.000915,0.00205,0.2,0.00237,0.98838856,0
20070419,0.012129,0.007184,0.005518,0.007127,0.29,-0.00091,0.987284574,-0.000529,0.001019,-0.000915,0.00205,0.2,0.00237,0.98838856,-0.00847,0.000299,-0.000926,0.000693,0.18,0.00154,1.199870306,1
20070420,-0.003595,0.001624,0.001691,0.000685,0.38,-0.00098,0.7946963,-0.00847,0.000299,-0.000926,0.000693,0.18,0.00154,1.199870306,0.001602,-0.002999,-0.00423,-0.001202,0.3,0.00247,0.997787668,1
20070423,0.026458,0.003113,0.003971,0.002673,0.49,-0.0003,1.268297836,0.001602,-0.002999,-0.00423,-0.001202,0.3,0.00247,0.997787668,0.012793,0.00931,0.007857,0.009261,0.24,0.00253,1.193989285,0
20070424,-0.024605,-0.020423,-0.017793,-0.020368,0.56,-0.00119,1.022805243,0.012793,0.00931,0.007857,0.009261,0.24,0.00253,1.193989285,-0.003158,-0.00177,-0.000708,-0.002304,0.19,0.00284,0.657890538,0
20070425,0.013814,0.005336,0.002182,0.006691,0.28,-0.00061,1.074748399,-0.003158,-0.00177,-0.000708,-0.002304,0.19,0.00284,0.657890538,-0.006336,-0.000736,-0.001131,-0.000351,0.3,0.00155,0.85614883,1
20070426,-0.009479,0.004742,0.00602,0.003684,0.29,-0.00096,0.711624842,-0.006336,-0.000736,-0.001131,-0.000351,0.3,0.00155,0.85614883,0.004251,0.009404,0.005052,0.010139,0.29,0.00213,1.16832945,1
20070427,-0.001196,-0.00364,-0.003212,-0.003828,0.23,-0.00065,1.429878673,0.004251,0.009404,0.005052,0.010139,0.29,0.00213,1.16832945,0.002646,-0.00071,-0.000207,-0.000782,0.24,0.00217,0.673431802,1
20070430,0.028742,0.011052,0.007376,0.010894,0.4,-0.00051,0.859300026,0.002646,-0.00071,-0.000207,-0.000782,0.24,0.00217,0.673431802,0.007916,-0.000832,-0.001732,-0.00012,0.41,0.00267,1.503163331,0
20070501,0.021537,0.006759,0.005593,0.006334,0.56,0.00043,2.229396703,0.007916,-0.000832,-0.001732,-0.00012,0.41,0.00267,1.503163331,-0.015707,-0.009295,-0.008668,-0.007831,0.35,0.00216,1.094524686,0
20070502,0.035328,0.016722,0.011947,0.017081,0.61,0.00039,1.448478915,-0.015707,-0.009295,-0.008668,-0.007831,0.35,0.00216,1.094524686,-0.01117,0.001737,-0.000869,0.002651,0.27,0.00119,1.215214696,1
20070503,0.017611,-0.000151,0.002346,-0.000348,0.6,0.00164,0.524065787,-0.01117,0.001737,-0.000869,0.002651,0.27,0.00119,1.215214696,0.014524,0.008167,0.009043,0.006472,0.37,0.00092,0.670227824,1
20070504,-0.013521,0.001696,0.002236,0.001094,0.41,0.00156,0.684161277,0.014524,0.008167,0.009043,0.006472,0.37,0.00092,0.670227824,0.008484,0.003672,0.001926,0.004325,0.24,0.00137,0.817327376,1
20070507,0.008224,0.000486,-0.000055,0.000968,0.41,0.00205,1.477523724,0.008484,0.003672,0.001926,0.004325,0.24,0.00137,0.817327376,0.000526,0.002827,0.002482,0.00215,0.28,0.00049,1.338000215,1
20070508,0.005438,-0.005705,-0.004908,-0.006184,0.15,0.0023,0.655302444,0.000526,0.002827,0.002482,0.00215,0.28,0.00049,1.338000215,0.001051,0.002536,0.000795,0.002564,0.16,0.00095,0.669159706,0
20070509,-0.017307,-0.007241,-0.004751,-0.007966,0.35,0.00219,1.021607964,0.001051,0.002536,0.000795,0.002564,0.16,0.00095,0.669159706,-0.005249,-0.001477,-0.002122,-0.001166,0.16,0.00067,1.050072606,0
20070510,-0.00055,0.003475,0.001934,0.00374,0.38,0.00182,0.853645595,-0.005249,-0.001477,-0.002122,-0.001166,0.16,0.00067,1.050072606,-0.006332,0.003489,0.002901,0.003223,0.34,0.00028,1.315486771,0
20070511,-0.001652,-0.000393,0.002428,-0.001174,0.38,0.00164,0.722173052,-0.006332,0.003489,0.002901,0.003223,0.34,0.00028,1.315486771,-0.018056,-0.013855,-0.013039,-0.013956,0.43,0.00023,1.36533345,1
20070514,0.000552,0.003,0.001973,0.002597,0.19,0.00213,0.99463126,-0.018056,-0.013855,-0.013039,-0.013956,0.43,0.00023,1.36533345,0.026501,0.010195,0.007987,0.009641,0.52,0.00121,1.004381654,0
20070515,0.012128,0.008659,0.006603,0.00928,0.3,0.0018,1.570516939,0.026501,0.010195,0.007987,0.009641,0.52,0.00121,1.004381654,-0.002107,-0.00277,-0.004694,-0.001793,0.31,0.00125,0.567656309,0
20070516,0.010893,0.001466,0.001164,0.001113,0.24,0.00173,0.719392923,-0.002107,-0.00277,-0.004694,-0.001793,0.31,0.00125,0.567656309,-0.00528,-0.001933,-0.006225,-0.001304,0.34,0.00105,1.344147682,1
20070517,0.005927,0.003322,0.003144,0.00305,0.28,0.00201,0.935172884,-0.00528,-0.001933,-0.006225,-0.001304,0.34,0.00105,1.344147682,0.007962,0.007092,0.002421,0.008626,0.34,0.00104,1.034636349,1
20070518,-0.005356,0.00057,0.000826,0.000589,0.16,0.00268,0.919408006,0.007962,0.007092,0.002421,0.008626,0.34,0.00104,1.034636349,0.00316,-0.000611,-0.002071,-0.000918,0.3,0.001,0.864193412,1
20070521,0.015078,0.002666,0.002396,0.002617,0.2,0.00299,1.214340827,0.00316,-0.000611,-0.002071,-0.000918,0.3,0.001,0.864193412,0.010499,0.006775,0.005619,0.00661,0.24,0.001,1.227746063,1
20070522,-0.013793,-0.00596,-0.004394,-0.006573,0.45,0.00317,1.223460612,0.010499,0.006775,0.005619,0.00661,0.24,0.001,1.227746063,0.003636,0.003211,0.00596,0.001543,0.21,0.00137,0.712358447,1
20070523,0.005917,0.006328,0.005619,0.006206,0.27,0.00328,0.759149591,0.003636,0.003211,0.00596,0.001543,0.21,0.00137,0.712358447,0.002588,0.00091,0.003977,-0.000643,0.26,0.00121,1.203230799,0
20070524,-0.003743,0.003723,0.005141,0.003488,0.39,0.00168,1.422113672,0.002588,0.00091,0.003977,-0.000643,0.26,0.00121,1.203230799,-0.010842,-0.000963,-0.00095,-0.001207,0.32,0.00139,1.037976183,0
20070525,0.014493,0.010481,0.009216,0.010751,0.29,0.00191,0.824708208,-0.010842,-0.000963,-0.00095,-0.001207,0.32,0.00139,1.037976183,-0.021399,-0.011399,-0.011322,-0.009703,0.62,0.00046,1.067577672,1
20070529,-0.000529,0.001019,-0.000915,0.00205,0.2,0.00237,0.98838856,-0.021399,-0.011399,-0.011322,-0.009703,0.62,0.00046,1.067577672,0.026133,0.006241,0.006396,0.005453,0.46,0.00135,0.999987825,1
20070530,-0.00847,0.000299,-0.000926,0.000693,0.18,0.00154,1.199870306,0.026133,0.006241,0.006396,0.005453,0.46,0.00135,0.999987825,0.003638,0.002957,0.004783,0.00157,0.3,0.001,1.096501933,1
20070531,0.001602,-0.002999,-0.00423,-0.001202,0.3,0.00247,0.997787668,0.003638,0.002957,0.004783,0.00157,0.3,0.001,1.096501933,0.005697,0.007956,0.004205,0.007984,0.31,0.00113,1.066869834,0
20070601,0.012793,0.00931,0.007857,0.009261,0.24,0.00253,1.193989285,0.005697,0.007956,0.004205,0.007984,0.31,0.00113,1.066869834,-0.00206,0.001561,0.004487,0.000255,0.34,0.00124,1.130966254,1
20070604,-0.003158,-0.00177,-0.000708,-0.002304,0.19,0.00284,0.657890538,-0.00206,0.001561,0.004487,0.000255,0.34,0.00124,1.130966254,0.014448,0.005116,0.005339,0.003737,0.32,0.00134,0.794155878,1
20070605,-0.006336,-0.000736,-0.001131,-0.000351,0.3,0.00155,0.85614883,0.014448,0.005116,0.005339,0.003737,0.32,0.00134,0.794155878,0.000509,0.002079,0.002481,0.001849,0.3,0.00151,0.846576176,0
20070606,0.004251,0.009404,0.005052,0.010139,0.29,0.00213,1.16832945,0.000509,0.002079,0.002481,0.001849,0.3,0.00151,0.846576176,-0.009659,-0.005351,-0.00359,-0.005347,0.31,0.00136,1.200256199,0
20070607,0.002646,-0.00071,-0.000207,-0.000782,0.24,0.00217,0.673431802,-0.009659,-0.005351,-0.00359,-0.005347,0.31,0.00136,1.200256199,-0.006673,-0.009557,-0.007409,-0.008864,0.29,0.00171,1.182715731,0
20070608,0.007916,-0.000832,-0.001732,-0.00012,0.41,0.00267,1.503163331,-0.006673,-0.009557,-0.007409,-0.008864,0.29,0.00171,1.182715731,-0.032036,-0.018164,-0.014345,-0.01757,0.62,0.00095,1.286739264,1
20070611,-0.015707,-0.009295,-0.008668,-0.007831,0.35,0.00216,1.094524686,-0.032036,-0.018164,-0.014345,-0.01757,0.62,0.00095,1.286739264,0.017613,0.010772,0.006314,0.01137,0.37,0.00121,0.887288036,1
20070612,-0.01117,0.001737,-0.000869,0.002651,0.27,0.00119,1.215214696,0.017613,0.010772,0.006314,0.01137,0.37,0.00121,0.887288036,0.00787,0.001099,0.000169,0.000962,0.42,0.00145,0.704032102,0
20070613,0.014524,0.008167,0.009043,0.006472,0.37,0.00092,0.670227824,0.00787,0.001099,0.000169,0.000962,0.42,0.00145,0.704032102,-0.019261,-0.010858,-0.010383,-0.010682,0.56,0.00133,1.354162503,1
20070614,0.008484,0.003672,0.001926,0.004325,0.24,0.00137,0.817327376,-0.019261,-0.010858,-0.010383,-0.010682,0.56,0.00133,1.354162503,0.024416,0.013873,0.008333,0.015184,0.58,0.00236,0.87987012,1
20070615,0.000526,0.002827,0.002482,0.00215,0.28,0.00049,1.338000215,0.024416,0.013873,0.008333,0.015184,0.58,0.00236,0.87987012,0.017617,0.005303,0.004874,0.004816,0.2,0.00222,1.385931255,1
20070618,0.001051,0.002536,0.000795,0.002564,0.16,0.00095,0.669159706,0.017617,0.005303,0.004874,0.004816,0.2,0.00222,1.385931255,0.011202,0.007391,0.007872,0.006527,0.2,0.00194,0.985166818,0
20070619,-0.005249,-0.001477,-0.002122,-0.001166,0.16,0.00067,1.050072606,0.011202,0.007391,0.007872,0.006527,0.2,0.00194,0.985166818,-0.003525,-0.000929,0.00014,-0.001213,0.32,0.00174,0.90123702,1
20070620,-0.006332,0.003489,0.002901,0.003223,0.34,0.00028,1.315486771,-0.003525,-0.000929,0.00014,-0.001213,0.32,0.00174,0.90123702,0.004548,0.001763,0.002853,0.001731,0.32,0.00184,0.664581092,0
20070621,-0.018056,-0.013855,-0.013039,-0.013956,0.43,0.00023,1.36533345,0.004548,0.001763,0.002853,0.001731,0.32,0.00184,0.664581092,-0.017606,-0.012753,-0.008408,-0.013601,0.44,0.00107,1.449542065,1
20070622,0.026501,0.010195,0.007987,0.009641,0.52,0.00121,1.004381654,-0.017606,-0.012753,-0.008408,-0.013601,0.44,0.00107,1.449542065,0.00768,0.005234,0.002304,0.00618,0.27,0.0014,0.792088367,0
20070625,-0.002107,-0.00277,-0.004694,-0.001793,0.31,0.00125,0.567656309,0.00768,0.005234,0.002304,0.00618,0.27,0.0014,0.792088367,-0.014736,-0.01075,-0.005951,-0.012896,0.26,0.0014,1.421660748,1
20070626,-0.00528,-0.001933,-0.006225,-0.001304,0.34,0.00105,1.344147682,-0.014736,-0.01075,-0.005951,-0.012896,0.26,0.0014,1.421660748,0.004642,-0.004829,-0.006499,-0.003208,0.45,0.00078,0.713468747,0
20070627,0.007962,0.007092,0.002421,0.008626,0.34,0.00104,1.034636349,0.004642,-0.004829,-0.006499,-0.003208,0.45,0.00078,0.713468747,-0.016427,-0.004069,-0.003186,-0.003238,0.66,-0.00002,1.730270013,1
20070628,0.00316,-0.000611,-0.002071,-0.000918,0.3,0.001,0.864193412,-0.016427,-0.004069,-0.003186,-0.003238,0.66,-0.00002,1.730270013,0.027662,0.00912,0.00773,0.009009,0.5,0.0007,1.565801164,1
20070629,0.010499,0.006775,0.005619,0.00661,0.24,0.001,1.227746063,0.027662,0.00912,0.00773,0.009009,0.5,0.0007,1.565801164,0.008126,0.000685,0.002286,-0.000418,0.45,0.00085,0.605720776,0
20070702,0.003636,0.003211,0.00596,0.001543,0.21,0.00137,0.712358447,0.008126,0.000685,0.002286,-0.000418,0.45,0.00085,0.605720776,-0.007053,-0.000768,0.000087,-0.001567,0.48,0.00012,0.677914228,1
20070703,0.002588,0.00091,0.003977,-0.000643,0.26,0.00121,1.203230799,-0.007053,-0.000768,0.000087,-0.001567,0.48,0.00012,0.677914228,0.010655,0.011371,0.008417,0.010696,0.27,-0.00013,0.759101963,1
20070705,-0.010842,-0.000963,-0.00095,-0.001207,0.32,0.00139,1.037976183,0.010655,0.011371,0.008417,0.010696,0.27,-0.00013,0.759101963,0.00753,0.0033,0.002134,0.00358,0.17,-0.00017,0.786200393,1
20070706,-0.021399,-0.011399,-0.011322,-0.009703,0.62,0.00046,1.067577672,0.00753,0.0033,0.002134,0.00358,0.17,-0.00017,0.786200393,0.020927,0.001201,0.00161,0.000348,0.54,0.00057,1.93818671,0
20070709,0.026133,0.006241,0.006396,0.005453,0.46,0.00135,0.999987825,0.020927,0.001201,0.00161,0.000348,0.54,0.00057,1.93818671,-0.004392,0.004273,0.003859,0.003304,0.24,0.00087,0.73433971,0
20070710,0.003638,0.002957,0.004783,0.00157,0.3,0.001,1.096501933,-0.004392,0.004273,0.003859,0.003304,0.24,0.00087,0.73433971,-0.011765,0.001546,0.002147,0.000921,0.17,0.00143,1.024531751,0
20070711,0.005697,0.007956,0.004205,0.007984,0.31,0.00113,1.066869834,-0.011765,0.001546,0.002147,0.000921,0.17,0.00143,1.024531751,-0.021825,-0.013606,-0.010494,-0.014185,0.45,0.00034,1.065382338,1
20070712,-0.00206,0.001561,0.004487,0.000255,0.34,0.00124,1.130966254,-0.021825,-0.013606,-0.010494,-0.014185,0.45,0.00034,1.065382338,0.013185,0.00496,0.002316,0.005721,0.28,0.00065,1.036549314,1
20070713,0.014448,0.005116,0.005339,0.003737,0.32,0.00134,0.794155878,0.013185,0.00496,0.002316,0.005721,0.28,0.00065,1.036549314,0.026026,0.01749,0.010573,0.019055,0.54,0.00109,1.186277496,0
20070716,0.000509,0.002079,0.002481,0.001849,0.3,0.00151,0.846576176,0.026026,0.01749,0.010573,0.019055,0.54,0.00109,1.186277496,-0.004878,0.003161,0.001046,0.003101,0.25,0.00095,0.643623726,0
20070717,-0.009659,-0.005351,-0.00359,-0.005347,0.31,0.00136,1.200256199,-0.004878,0.003161,0.001046,0.003101,0.25,0.00095,0.643623726,-0.009804,-0.003056,-0.004484,-0.001919,0.3,0.00032,0.85649132,1
20070718,-0.006673,-0.009557,-0.007409,-0.008864,0.29,0.00171,1.182715731,-0.009804,-0.003056,-0.004484,-0.001919,0.3,0.00032,0.85649132,0.008911,-0.000076,0.000032,-0.000097,0.26,0.00033,1.097099781,1
20070719,-0.032036,-0.018164,-0.014345,-0.01757,0.62,0.00095,1.286739264,0.008911,-0.000076,0.000032,-0.000097,0.26,0.00033,1.097099781,0.001472,-0.001635,-0.003599,-0.002065,0.26,0.00088,1.4092978,1
20070720,0.017613,0.010772,0.006314,0.01137,0.37,0.00121,0.887288036,0.001472,-0.001635,-0.003599,-0.002065,0.26,0.00088,1.4092978,0.009309,0.004824,0.00553,0.004469,0.2,0.00098,0.955976512,1
20070723,0.00787,0.001099,0.000169,0.000962,0.42,0.00145,0.704032102,0.009309,0.004824,0.00553,0.004469,0.2,0.00098,0.955976512,0.000485,-0.011742,-0.009288,-0.012221,0.56,0.00128,1.499203688,1
20070724,-0.019261,-0.010858,-0.010383,-0.010682,0.56,0.00133,1.354162503,0.000485,-0.011742,-0.009288,-0.012221,0.56,0.00128,1.499203688,0.008248,0.003019,-0.000505,0.004869,0.27,0.00065,0.66877532,0
20070725,0.024416,0.013873,0.008333,0.015184,0.58,0.00236,0.87987012,0.008248,0.003019,-0.000505,0.004869,0.27,0.00065,0.66877532,-0.006742,-0.020161,-0.019065,-0.019804,0.45,-0.00006,1.342167961,0
20070726,0.017617,0.005303,0.004874,0.004816,0.2,0.00222,1.385931255,-0.006742,-0.020161,-0.019065,-0.019804,0.45,-0.00006,1.342167961,-0.002902,0.002673,-0.002506,0.004666,0.34,0.0004,0.785965902,0
20070727,0.011202,0.007391,0.007872,0.006527,0.2,0.00194,0.985166818,-0.002902,0.002673,-0.002506,0.004666,0.34,0.0004,0.785965902,-0.027697,-0.023906,-0.021934,-0.023339,0.72,-0.00068,1.345892108,0
20070730,-0.003525,-0.000929,0.00014,-0.001213,0.32,0.00174,0.90123702,-0.027697,-0.023906,-0.021934,-0.023339,0.72,-0.00068,1.345892108,-0.01949,-0.014884,-0.010765,-0.015992,0.62,-0.00147,0.781760224,0
20070731,0.004548,0.001763,0.002853,0.001731,0.32,0.00184,0.664581092,-0.01949,-0.014884,-0.010765,-0.015992,0.62,-0.00147,0.781760224,-0.002039,0.009279,0.004386,0.010254,0.33,-0.00135,0.670422917,0
20070801,-0.017606,-0.012753,-0.008408,-0.013601,0.44,0.00107,1.449542065,-0.002039,0.009279,0.004386,0.010254,0.33,-0.00135,0.670422917,-0.023493,-0.010156,-0.00389,-0.012647,0.71,-0.0023,1.645844572,1
20070802,0.00768,0.005234,0.002304,0.00618,0.27,0.0014,0.792088367,-0.023493,-0.010156,-0.00389,-0.012647,0.71,-0.0023,1.645844572,0.035042,0.004026,-0.005803,0.007243,0.99,-0.00101,1.525261134,1
20070803,-0.014736,-0.01075,-0.005951,-0.012896,0.26,0.0014,1.421660748,0.035042,0.004026,-0.005803,0.007243,0.99,-0.00101,1.525261134,0.015159,0.005787,0.004035,0.004359,0.54,0.00028,0.572612709,0
20070806,0.004642,-0.004829,-0.006499,-0.003208,0.45,0.00078,0.713468747,0.015159,0.005787,0.004035,0.004359,0.54,0.00028,0.572612709,-0.021404,-0.025998,-0.022662,-0.026586,0.53,-0.00064,1.116775779,1
20070807,-0.016427,-0.004069,-0.003186,-0.003238,0.66,-0.00002,1.730270013,-0.021404,-0.025998,-0.022662,-0.026586,0.53,-0.00064,1.116775779,0.021363,0.018001,0.000259,0.024151,0.37,0.00015,0.84731178,0
20070808,0.027662,0.00912,0.00773,0.009009,0.5,0.0007,1.565801164,0.021363,0.018001,0.000259,0.024151,0.37,0.00015,0.84731178,-0.01992,0.006546,0.005401,0.006159,0.58,-0.0002,1.159381491,1
20070809,0.008126,0.000685,0.002286,-0.000418,0.45,0.00085,0.605720776,-0.01992,0.006546,0.005401,0.006159,0.58,-0.0002,1.159381491,0.026423,0.015374,0.017598,0.014072,0.41,0.00099,0.774540743,0
20070810,-0.007053,-0.000768,0.000087,-0.001567,0.48,0.00012,0.677914228,0.026423,0.015374,0.017598,0.014072,0.41,0.00099,0.774540743,-0.005446,-0.027027,-0.015578,-0.02965,0.43,0.00062,1.259332909,0
20070813,0.010655,0.011371,0.008417,0.010696,0.27,-0.00013,0.759101963,-0.005446,-0.027027,-0.015578,-0.02965,0.43,0.00062,1.259332909,-0.004978,-0.000518,-0.001019,0.000379,0.58,0.00063,1.092532223,0
20070814,0.00753,0.0033,0.002134,0.00358,0.17,-0.00017,0.786200393,-0.004978,-0.000518,-0.001019,0.000379,0.58,0.00063,1.092532223,-0.013507,-0.000725,-0.001918,-0.000495,0.31,0.00068,0.600732273,0
20070815,0.020927,0.001201,0.00161,0.000348,0.54,0.00057,1.93818671,-0.013507,-0.000725,-0.001918,-0.000495,0.31,0.00068,0.600732273,-0.018763,-0.019146,-0.017548,-0.018157,0.49,-0.00016,1.008034688,0
20070816,-0.004392,0.004273,0.003859,0.003304,0.24,0.00087,0.73433971,-0.018763,-0.019146,-0.017548,-0.018157,0.49,-0.00016,1.008034688,-0.008786,-0.015891,-0.016858,-0.013908,0.58,-0.00045,1.252998115,0
20070817,-0.011765,0.001546,0.002147,0.000921,0.17,0.00143,1.024531751,-0.008786,-0.015891,-0.016858,-0.013908,0.58,-0.00045,1.252998115,-0.002086,0.001798,-0.003973,0.003249,0.67,-0.00111,1.524841842,1
20070820,-0.021825,-0.013606,-0.010494,-0.014185,0.45,0.00034,1.065382338,-0.002086,0.001798,-0.003973,0.003249,0.67,-0.00111,1.524841842,0.010972,0.024405,0.021019,0.024567,0.54,-0.00095,0.851876586,0
20070821,0.013185,0.00496,0.002316,0.005721,0.28,0.00065,1.036549314,0.010972,0.024405,0.021019,0.024567,0.54,-0.00095,0.851876586,-0.012403,0.001596,0.003978,-0.00027,0.46,-0.00107,0.661152758,1
20070822,0.026026,0.01749,0.010573,0.019055,0.54,0.00109,1.186277496,-0.012403,0.001596,0.003978,-0.00027,0.46,-0.00107,0.661152758,0.008373,0.002142,0.003139,0.001086,0.38,-0.00004,0.991901248,1
20070823,-0.004878,0.003161,0.001046,0.003101,0.25,0.00095,0.643623726,0.008373,0.002142,0.003139,0.001086,0.38,-0.00004,0.991901248,0.002595,0.012966,0.01329,0.011713,0.35,-0.00051,1.004774265,1
20070824,-0.009804,-0.003056,-0.004484,-0.001919,0.3,0.00032,0.85649132,0.002595,0.012966,0.01329,0.011713,0.35,-0.00051,1.004774265,0.002588,-0.001626,-0.002765,-0.001072,0.47,-0.00126,1.306780071,1
20070827,0.008911,-0.000076,0.000032,-0.000097,0.26,0.00033,1.097099781,0.002588,-0.001626,-0.002765,-0.001072,0.47,-0.00126,1.306780071,0.029427,0.012267,0.009721,0.011535,0.67,-0.00003,0.857225011,0
20070828,0.001472,-0.001635,-0.003599,-0.002065,0.26,0.00088,1.4092978,0.029427,0.012267,0.009721,0.011535,0.67,-0.00003,0.857225011,-0.004012,-0.008314,-0.00473,-0.008504,0.27,-0.00003,0.677112566,0
20070829,0.009309,0.004824,0.00553,0.004469,0.2,0.00098,0.955976512,-0.004012,-0.008314,-0.00473,-0.008504,0.27,-0.00003,0.677112566,-0.025176,-0.023467,-0.018356,-0.023473,0.53,-0.001,1.224084391,1
20070830,0.000485,-0.011742,-0.009288,-0.012221,0.56,0.00128,1.499203688,-0.025176,-0.023467,-0.018356,-0.023473,0.53,-0.001,1.224084391,0.039773,0.021514,0.016457,0.021922,0.78,-0.00015,1.397679337,1
20070831,0.008248,0.003019,-0.000505,0.004869,0.27,0.00065,0.66877532,0.039773,0.021514,0.016457,0.021922,0.78,-0.00015,1.397679337,0.003974,-0.003859,-0.002077,-0.004181,0.61,0.0002,0.982911699,1
20070904,-0.006742,-0.020161,-0.019065,-0.019804,0.45,-0.00006,1.342167961,0.003974,-0.003859,-0.002077,-0.004181,0.61,0.0002,0.982911699,0.003464,0.012255,0.011998,0.011217,0.33,0.0004,0.78965362,1
20070905,-0.002902,0.002673,-0.002506,0.004666,0.34,0.0004,0.785965902,0.003464,0.012255,0.011998,0.011217,0.33,0.0004,0.78965362,0.021696,0.011079,0.00794,0.010468,0.68,0.00122,1.529401924,1
20070906,-0.027697,-0.023906,-0.021934,-0.023339,0.72,-0.00068,1.345892108,0.021696,0.011079,0.00794,0.010468,0.68,0.00122,1.529401924,0.000483,-0.010403,-0.007708,-0.011501,0.39,0.00184,0.830634376,0
20070907,-0.01949,-0.014884,-0.010765,-0.015992,0.62,-0.00147,0.781760224,0.000483,-0.010403,-0.007708,-0.011501,0.39,0.00184,0.830634376,-0.009165,0.004292,0.003894,0.004252,0.41,0.00174,0.865651206,0
20070910,-0.002039,0.009279,0.004386,0.010254,0.33,-0.00135,0.670422917,-0.009165,0.004292,0.003894,0.004252,0.41,0.00174,0.865651206,-0.018501,-0.016226,-0.012469,-0.016908,0.43,0.00197,1.103627698,1
20070911,-0.023493,-0.010156,-0.00389,-0.012647,0.71,-0.0023,1.645844572,-0.018501,-0.016226,-0.012469,-0.016908,0.43,0.00197,1.103627698,0.000496,-0.002937,-0.005729,-0.001273,0.48,0.00233,0.867183739,1
20070912,0.035042,0.004026,-0.005803,0.007243,0.99,-0.00101,1.525261134,0.000496,-0.002937,-0.005729,-0.001273,0.48,0.00233,0.867183739,0.014378,0.013496,0.009595,0.013632,0.37,0.00268,0.824394639,1
20070913,0.015159,0.005787,0.004035,0.004359,0.54,0.00028,0.572612709,0.014378,0.013496,0.009595,0.013632,0.37,0.00268,0.824394639,0.00391,-0.00008,-0.002287,0.000048,0.32,0.00416,1.477106021,0
