caldt,vwretd.T.30,vwretx.T.30,ewretd.T.30,ewretx.T.30,totval.T.30,usdval.T.30,spindx.T.30,sprtrn.T.30,chusdval.T.30,vol.T.30,vwretd.T.2,vwretx.T.2,ewretd.T.2,ewretx.T.2,totval.T.2,usdval.T.2,spindx.T.2,sprtrn.T.2,chusdval.T.2,vol.T.2,vwretd.T.1,vwretx.T.1,ewretd.T.1,ewretx.T.1,totval.T.1,usdval.T.1,spindx.T.1,sprtrn.T.1,chusdval.T.1,vol.T.1,vwretd.T.0,vwretx.T.0,ewretd.T.0,ewretx.T.0,totval.T.0,usdval.T.0,spindx.T.0,sprtrn.T.0,chusdval.T.0,vol.T.0,Movement.T.0
20040803,-0.006303,-0.006309,-0.009817,-0.009851,10158986400,10220476700,1099.69,-0.006262,1.004411371,0.005753506,0.004951,0.004943,0.006661,0.006635,10382551000,10331269400,1123.92,0.004954,1.001799148,0.007586985,0.001872,0.001595,0.00476,0.004605,10399143700,10382551000,1125.82,0.001691,1.004963727,0.007588615,0.002343,0.002341,0.000837,0.00083,10423038900,10399143700,1128.33,0.002229,1.001598133,0.007562089,1
20040804,-0.000739,-0.000908,-0.002077,-0.002181,10149764600,10158986400,1098.63,-0.000964,0.993983617,0.005689428,0.001872,0.001595,0.00476,0.004605,10399143700,10382551000,1125.82,0.001691,1.004963727,0.007588615,0.002343,0.002341,0.000837,0.00083,10423038900,10399143700,1128.33,0.002229,1.001598133,0.007562089,-0.00705,-0.00708,-0.007924,-0.008001,10349248800,10423038900,1120.37,-0.007055,1.002297805,0.007588515,0
20040805,-0.016296,-0.016336,-0.016613,-0.016679,9983960270,10149764600,1080.7,-0.01632,0.999092252,0.006045548,0.002343,0.002341,0.000837,0.00083,10423038900,10399143700,1128.33,0.002229,1.001598133,0.007562089,-0.00705,-0.00708,-0.007924,-0.008001,10349248800,10423038900,1120.37,-0.007055,1.002297805,0.007588515,0.002814,0.002787,0.005336,0.005297,10378093300,10349248800,1123.5,0.002794,0.992920481,0.007591987,1
20040806,-0.015405,-0.015461,-0.018197,-0.018253,9829603980,9983960270,1063.97,-0.015481,0.983664219,0.006535023,-0.00705,-0.00708,-0.007924,-0.008001,10349248800,10423038900,1120.37,-0.007055,1.002297805,0.007588515,0.002814,0.002787,0.005336,0.005297,10378093300,10349248800,1123.5,0.002794,0.992920481,0.007591987,0.004516,0.004505,0.00401,0.00398,10424847600,10378093300,1128.55,0.004495,1.002787111,0.006895016,1
20040809,0.00123,0.0012,0.001929,0.001851,9841401740,9829603980,1065.22,0.001175,0.984539573,0.006536657,0.002814,0.002787,0.005336,0.005297,10378093300,10349248800,1123.5,0.002794,0.992920481,0.007591987,0.004516,0.004505,0.00401,0.00398,10424847600,10378093300,1128.55,0.004495,1.002787111,0.006895016,-0.005686,-0.005688,-0.003738,-0.003763,10365552400,10424847600,1122.2,-0.005627,1.004505095,0.006265744,0
20040810,0.012917,0.0129,0.015428,0.015391,9967749840,9841401740,1079.04,0.012974,1.001200227,0.007090214,0.004516,0.004505,0.00401,0.00398,10424847600,10378093300,1128.55,0.004495,1.002787111,0.006895016,-0.005686,-0.005688,-0.003738,-0.003763,10365552400,10424847600,1122.2,-0.005627,1.004505095,0.006265744,0.006354,0.006343,0.007551,0.007526,10431299700,10365552400,1129.3,0.006327,0.994312128,0.006318502,1
20040811,-0.002377,-0.002927,-0.005088,-0.005286,9938574090,9967749840,1075.79,-0.003012,1.012838425,0.007051004,-0.005686,-0.005688,-0.003738,-0.003763,10365552400,10424847600,1122.2,-0.005627,1.004505095,0.006265744,0.006354,0.006343,0.007551,0.007526,10431299700,10365552400,1129.3,0.006327,0.994312128,0.006318502,-0.01382,-0.01384,-0.012719,-0.012759,10286931400,10431299700,1113.56,-0.013938,1.006342865,0.006605967,0
20040812,-0.011584,-0.011607,-0.012611,-0.01267,9823213340,9938574090,1063.23,-0.011675,0.997072985,0.007183667,0.006354,0.006343,0.007551,0.007526,10431299700,10365552400,1129.3,0.006327,0.994312128,0.006318502,-0.01382,-0.01384,-0.012719,-0.012759,10286931400,10431299700,1113.56,-0.013938,1.006342865,0.006605967,-0.004464,-0.004672,-0.003784,-0.003804,10238868100,10286931400,1108.36,-0.00467,0.986160085,0.006648108,0
20040813,0.001654,0.001535,-0.000119,-0.000213,9838592460,9823213340,1064.8,0.001477,0.988392626,0.007047777,-0.01382,-0.01384,-0.012719,-0.012759,10286931400,10431299700,1113.56,-0.013938,1.006342865,0.006605967,-0.004464,-0.004672,-0.003784,-0.003804,10238868100,10286931400,1108.36,-0.00467,0.986160085,0.006648108,0.001552,0.001552,0.001193,0.001193,10253132200,10238868100,1110.11,0.001579,0.995327732,0.006201008,1
20040816,0.013586,0.013494,0.016658,0.016285,9971358390,9838592460,1079.34,0.013655,1.00156559,0.007593623,-0.004464,-0.004672,-0.003784,-0.003804,10238868100,10286931400,1108.36,-0.00467,0.986160085,0.006648108,0.001552,0.001552,0.001193,0.001193,10253132200,10238868100,1110.11,0.001579,0.995327732,0.006201008,-0.006009,-0.006015,-0.007755,-0.007768,10191458900,10253132200,1103.52,-0.005936,1.001393133,0.006346215,0
20040817,0.002233,0.002146,0.003911,0.003886,9992756270,9971358390,1081.71,0.002196,1.013494403,0.00750931,0.001552,0.001552,0.001193,0.001193,10253132200,10238868100,1110.11,0.001579,0.995327732,0.006201008,-0.006009,-0.006015,-0.007755,-0.007768,10191458900,10253132200,1103.52,-0.005936,1.001393133,0.006346215,0.006142,0.005969,0.006121,0.005909,10252290400,10191458900,1110.06,0.005926,0.993984931,0.005969292,1
20040818,0.012678,0.012488,0.015157,0.014972,10117547600,9992756270,1095.17,0.012443,1.002145934,0.007887788,-0.006009,-0.006015,-0.007755,-0.007768,10191458900,10253132200,1103.52,-0.005936,1.001393133,0.006346215,0.006142,0.005969,0.006121,0.005909,10252290400,10191458900,1110.06,0.005926,0.993984931,0.005969292,0.004333,0.004235,0.004619,0.004522,10295706300,10252290400,1114.8,0.00427,1.005968871,0.005996133,1
20040819,-0.003601,-0.003621,-0.004496,-0.004533,10080895700,10117547600,1091.23,-0.003598,1.012488179,0.007778751,0.006142,0.005969,0.006121,0.005909,10252290400,10191458900,1110.06,0.005926,0.993984931,0.005969292,0.004333,0.004235,0.004619,0.004522,10295706300,10252290400,1114.8,0.00427,1.005968871,0.005996133,-0.000249,-0.00026,0.005942,0.005928,10285563700,10295706300,1114.58,-0.000197,1.004234751,0.005596738,0
20040820,0.006546,0.006546,0.008561,0.008561,10146850100,10080895700,1098.35,0.006525,0.996377393,0.007854573,0.004333,0.004235,0.004619,0.004522,10295706300,10252290400,1114.8,0.00427,1.005968871,0.005996133,-0.000249,-0.00026,0.005942,0.005928,10285563700,10295706300,1114.58,-0.000197,1.004234751,0.005596738,0.015042,0.015042,0.01598,0.01598,10453903900,10285563700,1131.5,0.015181,0.999014871,0.006135189,1
20040823,-0.002431,-0.002525,-0.002991,-0.003022,10121226900,10146850100,1095.68,-0.002431,1.006542514,0.007855476,-0.000249,-0.00026,0.005942,0.005928,10285563700,10295706300,1114.58,-0.000197,1.004234751,0.005596738,0.015042,0.015042,0.01598,0.01598,10453903900,10285563700,1131.5,0.015181,0.999014871,0.006135189,0.00345,0.00333,0.004739,0.004714,10488715900,10453903900,1135.17,0.003243,1.016366648,0.006066332,1
20040824,0.000513,0.000499,-0.000383,-0.000419,10126276800,10121226900,1096.19,0.000465,0.997474763,0.007854272,0.015042,0.015042,0.01598,0.01598,10453903900,10285563700,1131.5,0.015181,0.999014871,0.006135189,0.00345,0.00333,0.004739,0.004714,10488715900,10453903900,1135.17,0.003243,1.016366648,0.006066332,-0.000651,-0.000651,-0.002239,-0.002239,10481890500,10488715900,1134.48,-0.000608,1.003330048,0.006038628,0
20040825,0.008058,0.008004,0.008783,0.008713,10207333200,10126276800,1104.96,0.008,1.000498941,0.007987362,0.00345,0.00333,0.004739,0.004714,10488715900,10453903900,1135.17,0.003243,1.016366648,0.006066332,-0.000651,-0.000651,-0.002239,-0.002239,10481890500,10488715900,1134.48,-0.000608,1.003330048,0.006038628,0.007019,0.00669,0.00723,0.007027,10552010100,10481890500,1142.05,0.006673,0.999349263,0.006119177,1
20040826,0.000099,0.000091,-0.000091,-0.0001,10208276400,10207333200,1105.09,0.000118,1.008004561,0.007949111,-0.000651,-0.000651,-0.002239,-0.002239,10481890500,10488715900,1134.48,-0.000608,1.003330048,0.006038628,0.007019,0.00669,0.00723,0.007027,10552010100,10481890500,1142.05,0.006673,0.999349263,0.006119177,-0.009879,-0.009942,-0.010086,-0.010145,10447098200,10552010100,1130.65,-0.009982,1.006689595,0.006326088,0
20040827,0.002605,0.002487,0.002292,0.002181,10233194200,10208276400,1107.77,0.002425,1.000092404,0.007908808,0.007019,0.00669,0.00723,0.007027,10552010100,10481890500,1142.05,0.006673,0.999349263,0.006119177,-0.009879,-0.009942,-0.010086,-0.010145,10447098200,10552010100,1130.65,-0.009982,1.006689595,0.006326088,-0.007454,-0.007468,-0.008851,-0.00889,10369080900,10447098200,1122.14,-0.007527,0.990057638,0.006505355,0
20040830,-0.007672,-0.007771,-0.008886,-0.009078,10154662900,10233194200,1099.15,-0.007781,1.002440941,0.008042452,-0.009879,-0.009942,-0.010086,-0.010145,10447098200,10552010100,1130.65,-0.009982,1.006689595,0.006326088,-0.007454,-0.007468,-0.008851,-0.00889,10369080900,10447098200,1122.14,-0.007527,0.990057638,0.006505355,0.001978,0.001978,0.000669,0.000669,10389586100,10369080900,1124.39,0.002005,0.992532156,0.006501589,1
20040831,0.004626,0.004596,0.003983,0.003954,10202644100,10154662900,1104.24,0.004631,0.992325827,0.007980751,-0.007454,-0.007468,-0.008851,-0.00889,10369080900,10447098200,1122.14,-0.007527,0.990057638,0.006505355,0.001978,0.001978,0.000669,0.000669,10389586100,10369080900,1124.39,0.002005,0.992532156,0.006501589,-0.00234,-0.00234,-0.003542,-0.003542,10365272500,10389586100,1121.84,-0.002268,1.001977533,0.006334734,0
20040901,0.001866,0.001545,0.003236,0.0031,10216288600,10200534100,1105.91,0.001512,1.004517255,0.007581974,0.001978,0.001978,0.000669,0.000669,10389586100,10369080900,1124.39,0.002005,0.992532156,0.006501589,-0.00234,-0.00234,-0.003542,-0.003542,10365272500,10389586100,1121.84,-0.002268,1.001977533,0.006334734,-0.007265,-0.007371,-0.007822,-0.007918,10288870600,10365272500,1113.65,-0.007301,0.997659811,0.006452933,0
20040902,0.011267,0.011258,0.012465,0.012432,10331374100,10216288600,1118.31,0.011212,1.001544478,0.007826571,-0.00234,-0.00234,-0.003542,-0.003542,10365272500,10389586100,1121.84,-0.002268,1.001977533,0.006334734,-0.007265,-0.007371,-0.007822,-0.007918,10288870600,10365272500,1113.65,-0.007301,0.997659811,0.006452933,-0.00929,-0.00929,-0.007565,-0.007565,10193289200,10288870600,1103.29,-0.009303,0.992629051,0.00668112,0
20040903,-0.004149,-0.004161,-0.004566,-0.004588,10288735000,10331374100,1113.63,-0.004185,1.011264903,0.007636875,-0.007265,-0.007371,-0.007822,-0.007918,10288870600,10365272500,1113.65,-0.007301,0.997659811,0.006452933,-0.00929,-0.00929,-0.007565,-0.007565,10193289200,10288870600,1103.29,-0.009303,0.992629051,0.00668112,0.004392,0.004384,0.005016,0.005001,10237979600,10193289200,1108.2,0.00445,0.990710215,0.006395781,1
20040907,0.006902,0.006855,0.007749,0.007673,10359267600,10288735000,1121.3,0.006887,0.995872853,0.007694684,-0.00929,-0.00929,-0.007565,-0.007565,10193289200,10288870600,1103.29,-0.009303,0.992629051,0.00668112,0.004392,0.004384,0.005016,0.005001,10237979600,10193289200,1108.2,0.00445,0.990710215,0.006395781,0.005151,0.005151,0.003536,0.003536,10290716400,10237979600,1114.02,0.005252,1.004384296,0.006429232,1
20040908,-0.00432,-0.0045,-0.006994,-0.007238,10312715300,10359267600,1116.27,-0.004486,1.006855323,0.007576826,0.004392,0.004384,0.005016,0.005001,10237979600,10193289200,1108.2,0.00445,0.990710215,0.006395781,0.005151,0.005151,0.003536,0.003536,10290716400,10237979600,1114.02,0.005252,1.004384296,0.006429232,-0.009663,-0.009663,-0.010596,-0.010596,10191275500,10290716400,1103.23,-0.009686,1.005151094,0.006531081,0
20040909,0.001967,0.001963,0.004771,0.004765,10331269400,10312715300,1118.38,0.00189,0.995506217,0.007580008,0.005151,0.005151,0.003536,0.003536,10290716400,10237979600,1114.02,0.005252,1.004384296,0.006429232,-0.009663,-0.009663,-0.010596,-0.010596,10191275500,10290716400,1103.23,-0.009686,1.005151094,0.006531081,0.000547,0.000476,0.001899,0.001871,10196130300,10191275500,1103.66,0.00039,0.990336834,0.006489541,1
20040910,0.004951,0.004943,0.006661,0.006635,10382551000,10331269400,1123.92,0.004954,1.001799148,0.007586985,-0.009663,-0.009663,-0.010596,-0.010596,10191275500,10290716400,1103.23,-0.009686,1.005151094,0.006531081,0.000547,0.000476,0.001899,0.001871,10196130300,10191275500,1103.66,0.00039,0.990336834,0.006489541,0.002661,0.002604,0.007582,0.007528,10222696500,10196130300,1106.49,0.002564,1.000476368,0.006498753,1
20040913,0.001872,0.001595,0.00476,0.004605,10399143700,10382551000,1125.82,0.001691,1.004963727,0.007588615,0.000547,0.000476,0.001899,0.001871,10196130300,10191275500,1103.66,0.00039,0.990336834,0.006489541,0.002661,0.002604,0.007582,0.007528,10222696500,10196130300,1106.49,0.002564,1.000476368,0.006498753,-0.009728,-0.009728,-0.007493,-0.007493,10123216500,10222696500,1095.74,-0.009715,1.002605518,0.00663739,0
20040914,0.002343,0.002341,0.000837,0.00083,10423038900,10399143700,1128.33,0.002229,1.001598133,0.007562089,0.002661,0.002604,0.007582,0.007528,10222696500,10196130300,1106.49,0.002564,1.000476368,0.006498753,-0.009728,-0.009728,-0.007493,-0.007493,10123216500,10222696500,1095.74,-0.009715,1.002605518,0.00663739,-0.000867,-0.000867,0.001056,0.001056,10114436700,10123216500,1094.81,-0.000849,0.990268712,0.006620371,0
20040915,-0.00705,-0.00708,-0.007924,-0.008001,10349248800,10423038900,1120.37,-0.007055,1.002297805,0.007588515,-0.009728,-0.009728,-0.007493,-0.007493,10123216500,10222696500,1095.74,-0.009715,1.002605518,0.00663739,-0.000867,-0.000867,0.001056,0.001056,10114436700,10123216500,1094.81,-0.000849,0.990268712,0.006620371,0.01472,0.014719,0.015519,0.015512,10263310700,10114436700,1111.09,0.01487,0.999132706,0.007203603,1
20040916,0.002814,0.002787,0.005336,0.005297,10378093300,10349248800,1123.5,0.002794,0.992920481,0.007591987,-0.000867,-0.000867,0.001056,0.001056,10114436700,10123216500,1094.81,-0.000849,0.990268712,0.006620371,0.01472,0.014719,0.015519,0.015512,10263310700,10114436700,1111.09,0.01487,0.999132706,0.007203603,0.013171,0.013004,0.014207,0.01405,10364276300,10230875600,1125.4,0.012879,1.011512149,0.007490626,1
20040917,0.004516,0.004505,0.00401,0.00398,10424847600,10378093300,1128.55,0.004495,1.002787111,0.006895016,0.01472,0.014719,0.015519,0.015512,10263310700,10114436700,1111.09,0.01487,0.999132706,0.007203603,0.013171,0.013004,0.014207,0.01405,10364276300,10230875600,1125.4,0.012879,1.011512149,0.007490626,0.001992,0.001671,0.001526,0.001312,10381595100,10364276300,1127.44,0.001813,1.013039031,0.007480939,1
20040920,-0.005686,-0.005688,-0.003738,-0.003763,10365552400,10424847600,1122.2,-0.005627,1.004505095,0.006265744,0.013171,0.013004,0.014207,0.01405,10364276300,10230875600,1125.4,0.012879,1.011512149,0.007490626,0.001992,0.001671,0.001526,0.001312,10381595100,10364276300,1127.44,0.001813,1.013039031,0.007480939,0.002484,0.002479,0.004109,0.004093,10400365400,10381595100,1130.2,0.002448,1.001671009,0.00744915,1
20040921,0.006354,0.006343,0.007551,0.007526,10431299700,10365552400,1129.3,0.006327,0.994312128,0.006318502,0.001992,0.001671,0.001526,0.001312,10381595100,10364276300,1127.44,0.001813,1.013039031,0.007480939,0.002484,0.002479,0.004109,0.004093,10400365400,10381595100,1130.2,0.002448,1.001671009,0.00744915,0.000382,0.000381,0.00146,0.001459,10411086400,10392258900,1130.51,0.000274,1.001027183,0.00737088,1
20040922,-0.01382,-0.01384,-0.012719,-0.012759,10286931400,10431299700,1113.56,-0.013938,1.006342865,0.006605967,0.002484,0.002479,0.004109,0.004093,10400365400,10381595100,1130.2,0.002448,1.001671009,0.00744915,0.000382,0.000381,0.00146,0.001459,10411086400,10392258900,1130.51,0.000274,1.001027183,0.00737088,0.0001,0.0001,-0.000928,-0.000928,10412129000,10411086400,1130.54,0.000027,1.001811685,0.00728163,1
20040923,-0.004464,-0.004672,-0.003784,-0.003804,10238868100,10286931400,1108.36,-0.00467,0.986160085,0.006648108,0.000382,0.000381,0.00146,0.001459,10411086400,10392258900,1130.51,0.000274,1.001027183,0.00737088,0.0001,0.0001,-0.000928,-0.000928,10412129000,10411086400,1130.54,0.000027,1.001811685,0.00728163,0.011265,0.01106,0.011616,0.011477,10527107800,10412129000,1143.2,0.011198,1.000100143,0.007057853,1
20040924,0.001552,0.001552,0.001193,0.001193,10253132200,10238868100,1110.11,0.001579,0.995327732,0.006201008,0.0001,0.0001,-0.000928,-0.000928,10412129000,10411086400,1130.54,0.000027,1.001811685,0.00728163,0.011265,0.01106,0.011616,0.011477,10527107800,10412129000,1143.2,0.011198,1.000100143,0.007057853,0.016264,0.01622,0.017307,0.017227,10697859800,10527107800,1161.67,0.016156,1.011042775,0.007501376,1
20040927,-0.006009,-0.006015,-0.007755,-0.007768,10191458900,10253132200,1103.52,-0.005936,1.001393133,0.006346215,0.011265,0.01106,0.011616,0.011477,10527107800,10412129000,1143.2,0.011198,1.000100143,0.007057853,0.016264,0.01622,0.017307,0.017227,10697859800,10527107800,1161.67,0.016156,1.011042775,0.007501376,0.00398,0.003962,0.006016,0.006007,10742346000,10697859800,1166.17,0.003874,1.01622022,0.007512909,1
20040928,0.006142,0.005969,0.006121,0.005909,10252290400,10191458900,1110.06,0.005926,0.993984931,0.005969292,0.016264,0.01622,0.017307,0.017227,10697859800,10527107800,1161.67,0.016156,1.011042775,0.007501376,0.00398,0.003962,0.006016,0.006007,10742346000,10697859800,1166.17,0.003874,1.01622022,0.007512909,-0.001069,-0.00116,-0.001154,-0.001299,10729887600,10742346000,1164.89,-0.001098,1.004158421,0.007394998,0
20040929,0.004333,0.004235,0.004619,0.004522,10295706300,10252290400,1114.8,0.00427,1.005968871,0.005996133,0.00398,0.003962,0.006016,0.006007,10742346000,10697859800,1166.17,0.003874,1.01622022,0.007512909,-0.001069,-0.00116,-0.001154,-0.001299,10729887600,10742346000,1164.89,-0.001098,1.004158421,0.007394998,-0.000257,-0.00065,0.000596,0.000474,10722912500,10729887600,1164.08,-0.000695,0.998840253,0.007367349,0
20040930,-0.000249,-0.00026,0.005942,0.005928,10285563700,10295706300,1114.58,-0.000197,1.004234751,0.005596738,-0.001069,-0.00116,-0.001154,-0.001299,10729887600,10742346000,1164.89,-0.001098,1.004158421,0.007394998,-0.000257,-0.00065,0.000596,0.000474,10722912500,10729887600,1164.08,-0.000695,0.998840253,0.007367349,-0.000856,-0.001048,0.000887,0.000739,10712219800,10722912500,1162.91,-0.001005,0.999349937,0.007364653,0
20041001,0.015042,0.015042,0.01598,0.01598,10453903900,10285563700,1131.5,0.015181,0.999014871,0.006135189,-0.000257,-0.00065,0.000596,0.000474,10722912500,10729887600,1164.08,-0.000695,0.998840253,0.007367349,-0.000856,-0.001048,0.000887,0.000739,10712219800,10722912500,1162.91,-0.001005,0.999349937,0.007364653,0.009059,0.009059,0.009977,0.009977,10809262200,10712219800,1173.48,0.009089,0.999002818,0.007487791,1
20041004,0.00345,0.00333,0.004739,0.004714,10488715900,10453903900,1135.17,0.003243,1.016366648,0.006066332,-0.000856,-0.001048,0.000887,0.000739,10712219800,10722912500,1162.91,-0.001005,0.999349937,0.007364653,0.009059,0.009059,0.009977,0.009977,10809262200,10712219800,1173.48,0.009089,0.999002818,0.007487791,0.00898,0.008882,0.008921,0.008851,10905156100,10809262200,1184.17,0.00911,1.009059037,0.007188188,1
20041005,-0.000651,-0.000651,-0.002239,-0.002239,10481890500,10488715900,1134.48,-0.000608,1.003330048,0.006038628,0.009059,0.009059,0.009977,0.009977,10809262200,10712219800,1173.48,0.009089,0.999002818,0.007487791,0.00898,0.008882,0.008921,0.008851,10905156100,10809262200,1184.17,0.00911,1.009059037,0.007188188,0.000014,-0.003085,0.001004,0.000744,10871621800,10905156100,1183.81,-0.000304,1.008871457,0.007188426,0
20041006,0.007019,0.00669,0.00723,0.007027,10552010100,10481890500,1142.05,0.006673,0.999349263,0.006119177,0.00898,0.008882,0.008921,0.008851,10905156100,10809262200,1184.17,0.00911,1.009059037,0.007188188,0.000014,-0.003085,0.001004,0.000744,10871621800,10905156100,1183.81,-0.000304,1.008871457,0.007188426,-0.006985,-0.007072,-0.006476,-0.006515,10794771800,10871621800,1175.43,-0.007079,0.996924913,0.007346854,0
20041007,-0.009879,-0.009942,-0.010086,-0.010145,10447098200,10552010100,1130.65,-0.009982,1.006689595,0.006326088,0.000014,-0.003085,0.001004,0.000744,10871621800,10905156100,1183.81,-0.000304,1.008871457,0.007188426,-0.006985,-0.007072,-0.006476,-0.006515,10794771800,10871621800,1175.43,-0.007079,0.996924913,0.007346854,0.005632,0.005517,0.007009,0.006856,10854329500,10794771800,1181.94,0.005538,0.992931137,0.00732062,1
20041008,-0.007454,-0.007468,-0.008851,-0.00889,10369080900,10447098200,1122.14,-0.007527,0.990057638,0.006505355,-0.006985,-0.007072,-0.006476,-0.006515,10794771800,10871621800,1175.43,-0.007079,0.996924913,0.007346854,0.005632,0.005517,0.007009,0.006856,10854329500,10794771800,1181.94,0.005538,0.992931137,0.00732062,0.0013,0.001282,0.001994,0.001932,10868247300,10854329500,1183.55,0.001362,1.005517273,0.00701111,1
20041011,0.001978,0.001978,0.000669,0.000669,10389586100,10369080900,1124.39,0.002005,0.992532156,0.006501589,0.005632,0.005517,0.007009,0.006856,10854329500,10794771800,1181.94,0.005538,0.992931137,0.00732062,0.0013,0.001282,0.001994,0.001932,10868247300,10854329500,1183.55,0.001362,1.005517273,0.00701111,-0.011029,-0.011059,-0.011373,-0.011399,10748224600,10868247300,1170.34,-0.011161,1.001282235,0.007202117,0
20041012,-0.00234,-0.00234,-0.003542,-0.003542,10365272500,10389586100,1121.84,-0.002268,1.001977533,0.006334734,0.0013,0.001282,0.001994,0.001932,10868247300,10854329500,1183.55,0.001362,1.005517273,0.00701111,-0.011029,-0.011059,-0.011373,-0.011399,10748224600,10868247300,1170.34,-0.011161,1.001282235,0.007202117,0.005811,0.005796,0.007742,0.007694,10810515900,10748224600,1177.24,0.005896,0.988956573,0.00724776,1
20041013,-0.007265,-0.007371,-0.007822,-0.007918,10288870600,10365272500,1113.65,-0.007301,0.997659811,0.006452933,-0.011029,-0.011059,-0.011373,-0.011399,10748224600,10868247300,1170.34,-0.011161,1.001282235,0.007202117,0.005811,0.005796,0.007742,0.007694,10810515900,10748224600,1177.24,0.005896,0.988956573,0.00724776,-0.000215,-0.000244,0.000511,0.000456,10807879000,10810515900,1176.94,-0.000255,1.005795497,0.007220388,0
20041014,-0.00929,-0.00929,-0.007565,-0.007565,10193289200,10288870600,1103.29,-0.009303,0.992629051,0.00668112,0.005811,0.005796,0.007742,0.007694,10810515900,10748224600,1177.24,0.005896,0.988956573,0.00724776,-0.000215,-0.000244,0.000511,0.000456,10807879000,10810515900,1176.94,-0.000255,1.005795497,0.007220388,0.004204,0.004159,0.006865,0.006818,10852828700,10807879000,1181.76,0.004095,0.99975608,0.00703193,1
20041015,0.004392,0.004384,0.005016,0.005001,10237979600,10193289200,1108.2,0.00445,0.990710215,0.006395781,-0.000215,-0.000244,0.000511,0.000456,10807879000,10810515900,1176.94,-0.000255,1.005795497,0.007220388,0.004204,0.004159,0.006865,0.006818,10852828700,10807879000,1181.76,0.004095,0.99975608,0.00703193,0.00082,0.000698,0.0021,0.002007,10860551000,10852828700,1182.65,0.000753,1.004158975,0.006706479,1
20041018,0.005151,0.005151,0.003536,0.003536,10290716400,10237979600,1114.02,0.005252,1.004384296,0.006429232,0.004204,0.004159,0.006865,0.006818,10852828700,10807879000,1181.76,0.004095,0.99975608,0.00703193,0.00082,0.000698,0.0021,0.002007,10860551000,10852828700,1182.65,0.000753,1.004158975,0.006706479,-0.003267,-0.003437,-0.002997,-0.003272,10823220200,10860551000,1178.57,-0.00345,1.000711547,0.006775503,0
20041019,-0.009663,-0.009663,-0.010596,-0.010596,10191275500,10290716400,1103.23,-0.009686,1.005151094,0.006531081,0.00082,0.000698,0.0021,0.002007,10860551000,10852828700,1182.65,0.000753,1.004158975,0.006706479,-0.003267,-0.003437,-0.002997,-0.003272,10823220200,10860551000,1178.57,-0.00345,1.000711547,0.006775503,-0.00393,-0.003948,-0.003641,-0.003645,10775860400,10823220200,1173.82,-0.00403,0.996562716,0.006837138,0
20041020,0.000547,0.000476,0.001899,0.001871,10196130300,10191275500,1103.66,0.00039,0.990336834,0.006489541,-0.003267,-0.003437,-0.002997,-0.003272,10823220200,10860551000,1178.57,-0.00345,1.000711547,0.006775503,-0.00393,-0.003948,-0.003641,-0.003645,10775860400,10823220200,1173.82,-0.00403,0.996562716,0.006837138,0.015123,0.014797,0.014345,0.014168,10923453100,10764869500,1191.37,0.014951,0.994608749,0.006893432,1
20041021,0.002661,0.002604,0.007582,0.007528,10222696500,10196130300,1106.49,0.002564,1.000476368,0.006498753,-0.00393,-0.003948,-0.003641,-0.003645,10775860400,10823220200,1173.82,-0.00403,0.996562716,0.006837138,0.015123,0.014797,0.014345,0.014168,10923453100,10764869500,1191.37,0.014951,0.994608749,0.006893432,-0.000894,-0.000904,-0.002916,-0.002952,10913576000,10923453100,1190.33,-0.000873,1.014731586,0.006911154,0
20041022,-0.009728,-0.009728,-0.007493,-0.007493,10123216500,10222696500,1095.74,-0.009715,1.002605518,0.00663739,0.015123,0.014797,0.014345,0.014168,10923453100,10764869500,1191.37,0.014951,0.994608749,0.006893432,-0.000894,-0.000904,-0.002916,-0.002952,10913576000,10923453100,1190.33,-0.000873,1.014731586,0.006911154,0.000744,0.00074,0.001812,0.001805,10921681500,10918037600,1191.17,0.000706,0.999504232,0.006919308,1
20041025,-0.000867,-0.000867,0.001056,0.001056,10114436700,10123216500,1094.81,-0.000849,0.990268712,0.006620371,-0.000894,-0.000904,-0.002916,-0.002952,10913576000,10923453100,1190.33,-0.000873,1.014731586,0.006911154,0.000744,0.00074,0.001812,0.001805,10921681500,10918037600,1191.17,0.000706,0.999504232,0.006919308,-0.000699,-0.000732,-0.000886,-0.000935,10913685000,10921681500,1190.25,-0.000772,1.00033375,0.006558871,0
20041026,0.01472,0.014719,0.015519,0.015512,10263310700,10114436700,1111.09,0.01487,0.999132706,0.007203603,0.000744,0.00074,0.001812,0.001805,10921681500,10918037600,1191.17,0.000706,0.999504232,0.006919308,-0.000699,-0.000732,-0.000886,-0.000935,10913685000,10921681500,1190.25,-0.000772,1.00033375,0.006558871,-0.010808,-0.010836,-0.012212,-0.012248,10795422600,10913685000,1177.07,-0.011073,0.999267833,0.007004538,0
20041027,0.013171,0.013004,0.014207,0.01405,10364276300,10230875600,1125.4,0.012879,1.011512149,0.007490626,-0.000699,-0.000732,-0.000886,-0.000935,10913685000,10921681500,1190.25,-0.000772,1.00033375,0.006558871,-0.010808,-0.010836,-0.012212,-0.012248,10795422600,10913685000,1177.07,-0.011073,0.999267833,0.007004538,0.004761,0.004529,0.002847,0.002583,10844351100,10795422600,1182.81,0.004877,0.989163843,0.006620182,1
