caldt,vwretd.T.30,vwretx.T.30,ewretd.T.30,ewretx.T.30,totval.T.30,usdval.T.30,spindx.T.30,sprtrn.T.30,chusdval.T.30,vol.T.30,vwretd.T.2,vwretx.T.2,ewretd.T.2,ewretx.T.2,totval.T.2,usdval.T.2,spindx.T.2,sprtrn.T.2,chusdval.T.2,vol.T.2,vwretd.T.1,vwretx.T.1,ewretd.T.1,ewretx.T.1,totval.T.1,usdval.T.1,spindx.T.1,sprtrn.T.1,chusdval.T.1,vol.T.1,vwretd.T.0,vwretx.T.0,ewretd.T.0,ewretx.T.0,totval.T.0,usdval.T.0,spindx.T.0,sprtrn.T.0,chusdval.T.0,vol.T.0,Movement.T.0
20101027,-0.002547,-0.002676,-0.001814,-0.001928,10945908400,10975276100,1182.45,-0.002691,1.000341256,0.007977005,-0.001162,-0.001196,-0.000954,-0.001009,11342391300,11355975500,1223.12,-0.001298,1.002558091,0.009005102,0.000655,0.000638,0.000648,0.000608,11349625700,11342391300,1223.75,0.000515,0.998803784,0.009003796,0.003878,0.003568,0.002543,0.00221,11390430400,11349625700,1228.28,0.003702,1.00063782,0.009013716,1
20101028,0.001306,0.001213,-0.000431,-0.000586,10959185000,10945908400,1183.78,0.001125,0.997324195,0.007968411,0.000655,0.000638,0.000648,0.000608,11349625700,11342391300,1223.75,0.000515,0.998803784,0.009003796,0.003878,0.003568,0.002543,0.00221,11390430400,11349625700,1228.28,0.003702,1.00063782,0.009013716,0.00398,0.003897,0.00433,0.004238,11434814300,11390430400,1233,0.003843,1.003595246,0.008994937,1
20101029,-0.000142,-0.000142,0.003006,0.003006,10950115500,10959185000,1183.26,-0.000439,1.001212928,0.007976759,0.003878,0.003568,0.002543,0.00221,11390430400,11349625700,1228.28,0.003702,1.00063782,0.009013716,0.00398,0.003897,0.00433,0.004238,11434814300,11390430400,1233,0.003843,1.003595246,0.008994937,0.00613,0.006122,0.007091,0.00708,11504838200,11434814300,1240.4,0.006002,1.003896596,0.009033123,1
20101101,0.00074,0.00074,-0.000735,-0.000735,10958069600,10950115500,1184.38,0.000947,0.999172429,0.007557658,0.00398,0.003897,0.00433,0.004238,11434814300,11390430400,1233,0.003843,1.003595246,0.008994937,0.00613,0.006122,0.007091,0.00708,11504838200,11434814300,1240.4,0.006002,1.003896596,0.009033123,0.000224,0.000067,-0.001208,-0.001335,11505656200,11504838200,1240.46,0.000048,1.006123746,0.009029774,1
20101102,0.007736,0.007731,0.009204,0.009187,11042799100,10958069600,1193.57,0.007759,1.000726394,0.007614124,0.00613,0.006122,0.007091,0.00708,11504838200,11434814300,1240.4,0.006002,1.003896596,0.009033123,0.000224,0.000067,-0.001208,-0.001335,11505656200,11504838200,1240.46,0.000048,1.006123746,0.009029774,0.001005,0.000989,0.000286,0.000254,11517034400,11505656200,1241.59,0.000911,1.000071101,0.009029868,1
20101103,0.003861,0.003683,0.002388,0.002245,11083472000,11042799100,1197.96,0.003678,1.007732156,0.007525758,0.000224,0.000067,-0.001208,-0.001335,11505656200,11504838200,1240.46,0.000048,1.006123746,0.009029774,0.001005,0.000989,0.000286,0.000254,11517034400,11505656200,1241.59,0.000911,1.000071101,0.009029868,-0.004986,-0.005014,-0.005316,-0.00538,11459284700,11517034400,1235.23,-0.005122,1.000988922,0.009033793,0
20101104,0.01933,0.019157,0.020314,0.020189,11295647500,11083472000,1221.06,0.019283,1.003683206,0.007916228,0.001005,0.000989,0.000286,0.000254,11517034400,11505656200,1241.59,0.000911,1.000071101,0.009029868,-0.004986,-0.005014,-0.005316,-0.00538,11459284700,11517034400,1235.23,-0.005122,1.000988922,0.009033793,0.006158,0.005981,0.007954,0.007602,11527820400,11459284700,1242.87,0.006185,0.994985714,0.009069189,1
20101105,0.003984,0.003925,0.005166,0.005132,11339981800,11295647500,1225.85,0.003923,1.019143415,0.007117922,-0.004986,-0.005014,-0.005316,-0.00538,11459284700,11517034400,1235.23,-0.005122,1.000988922,0.009033793,0.006158,0.005981,0.007954,0.007602,11527820400,11459284700,1242.87,0.006185,0.994985714,0.009069189,0.001119,0.001112,0.003517,0.003497,11541810200,11527820400,1243.91,0.000837,1.005980801,0.008406749,1
20101108,-0.002,-0.002133,-0.001605,-0.001737,11315791100,11339981800,1223.25,-0.002121,1.003924901,0.007011521,0.006158,0.005981,0.007954,0.007602,11527820400,11459284700,1242.87,0.006185,0.994985714,0.009069189,0.001119,0.001112,0.003517,0.003497,11541810200,11527820400,1243.91,0.000837,1.005980801,0.008406749,0.002346,0.002323,0.003163,0.003112,11599218400,11572339600,1247.08,0.002548,1.003861892,0.008392038,1
20101109,-0.007598,-0.007912,-0.009941,-0.010155,11226255400,11315791100,1213.4,-0.008052,0.997866778,0.007242402,0.001119,0.001112,0.003517,0.003497,11541810200,11527820400,1243.91,0.000837,1.005980801,0.008406749,0.002346,0.002323,0.003163,0.003112,11599218400,11572339600,1247.08,0.002548,1.003861892,0.008392038,0.006134,0.005994,0.006721,0.006624,11668204100,11599218400,1254.6,0.00603,1.002322676,0.008432538,1
20101110,0.004364,0.004174,0.004972,0.004782,11273117900,11226255400,1218.71,0.004376,0.992087544,0.007205683,0.002346,0.002323,0.003163,0.003112,11599218400,11572339600,1247.08,0.002548,1.003861892,0.008392038,0.006134,0.005994,0.006721,0.006624,11668204100,11599218400,1254.6,0.00603,1.002322676,0.008432538,0.003422,0.003274,0.002903,0.002831,11706408800,11668204100,1258.84,0.00338,1.005947444,0.008271841,1
20101111,-0.004139,-0.004139,-0.001403,-0.001403,11226461100,11273117900,1213.54,-0.004242,1.004174366,0.007237524,0.006134,0.005994,0.006721,0.006624,11668204100,11599218400,1254.6,0.00603,1.002322676,0.008432538,0.003422,0.003274,0.002903,0.002831,11706408800,11668204100,1258.84,0.00338,1.005947444,0.008271841,-0.001591,-0.00166,-0.002494,-0.002531,11686222300,11706408800,1256.77,-0.001644,1.003274257,0.008266643,0
20101112,-0.011796,-0.011846,-0.012902,-0.013002,11093542100,11226461100,1199.21,-0.011808,0.995861234,0.007650983,0.003422,0.003274,0.002903,0.002831,11706408800,11668204100,1258.84,0.00338,1.005947444,0.008271841,-0.001591,-0.00166,-0.002494,-0.002531,11686222300,11706408800,1256.77,-0.001644,1.003274257,0.008266643,0.000807,0.000804,0.000765,0.00075,11695615500,11686222300,1257.54,0.000613,0.998275603,0.008206601,1
20101115,-0.001374,-0.001433,-0.001345,-0.001425,11080054700,11093542100,1197.75,-0.001217,0.988160205,0.007455672,-0.001591,-0.00166,-0.002494,-0.002531,11686222300,11706408800,1256.77,-0.001644,1.003274257,0.008266643,0.000807,0.000804,0.000765,0.00075,11695615500,11686222300,1257.54,0.000613,0.998275603,0.008206601,0.000765,0.000758,-0.00027,-0.000286,11704482200,11695615500,1258.51,0.000771,1.000803784,0.007830727,1
20101116,-0.015729,-0.016011,-0.016935,-0.017013,10902539000,11080054700,1178.34,-0.016205,0.998784212,0.007249991,0.000807,0.000804,0.000765,0.00075,11695615500,11686222300,1257.54,0.000613,0.998275603,0.008206601,0.000765,0.000758,-0.00027,-0.000286,11704482200,11695615500,1258.51,0.000771,1.000803784,0.007830727,0.001216,0.001039,0.001722,0.001485,11716643500,11704482200,1259.78,0.001009,1.000758122,0.007813252,1
20101117,0.000274,0.000105,0.002311,0.002106,10912633200,10911485000,1178.59,0.000212,0.984786203,0.007246746,0.000765,0.000758,-0.00027,-0.000286,11704482200,11695615500,1258.51,0.000771,1.000803784,0.007830727,0.001216,0.001039,0.001722,0.001485,11716643500,11704482200,1259.78,0.001009,1.000758122,0.007813252,-0.001459,-0.001486,-0.000678,-0.000728,11699237000,11716643500,1257.88,-0.001508,1.001039029,0.007077046,0
20101118,0.015284,0.015272,0.014283,0.014256,11078621000,10912633200,1196.69,0.015357,1.000105229,0.007718109,0.001216,0.001039,0.001722,0.001485,11716643500,11704482200,1259.78,0.001009,1.000758122,0.007813252,-0.001459,-0.001486,-0.000678,-0.000728,11699237000,11716643500,1257.88,-0.001508,1.001039029,0.007077046,-0.000271,-0.000276,-0.001106,-0.001115,11683073300,11699237000,1257.64,-0.000191,0.998514378,0.007081338,0
20101119,0.002599,0.002461,0.004035,0.003846,11106189700,11078621000,1199.73,0.00254,1.015210609,0.00766564,-0.001459,-0.001486,-0.000678,-0.000728,11699237000,11716643500,1257.88,-0.001508,1.001039029,0.007077046,-0.000271,-0.000276,-0.001106,-0.001115,11683073300,11699237000,1257.64,-0.000191,0.998514378,0.007081338,0.011325,0.011291,0.011427,0.011393,11815016800,11683073300,1271.87,0.011315,0.998618397,0.006857087,1
20101122,-0.001372,-0.001425,0.001102,0.001019,11090338800,11106189700,1197.84,-0.001575,1.00248846,0.00767871,-0.000271,-0.000276,-0.001106,-0.001115,11683073300,11699237000,1257.64,-0.000191,0.998514378,0.007081338,0.011325,0.011291,0.011427,0.011393,11815016800,11683073300,1271.87,0.011315,0.998618397,0.006857087,-0.001236,-0.001254,-0.005422,-0.005429,11798066500,11822611900,1270.2,-0.001313,1.011943655,0.006883734,0
20101123,-0.014258,-0.014304,-0.01393,-0.014039,10931698000,11090338800,1180.73,-0.014284,0.998572787,0.008142498,0.011325,0.011291,0.011427,0.011393,11815016800,11683073300,1271.87,0.011315,0.998618397,0.006857087,-0.001236,-0.001254,-0.005422,-0.005429,11798066500,11822611900,1270.2,-0.001313,1.011943655,0.006883734,0.005164,0.005039,0.00548,0.005384,11857520100,11798066500,1276.56,0.005007,0.99792386,0.006873144,1
20101124,0.015003,0.014954,0.017058,0.016983,11095175600,10931698000,1198.35,0.014923,0.985695586,0.008483885,-0.001236,-0.001254,-0.005422,-0.005429,11798066500,11822611900,1270.2,-0.001313,1.011943655,0.006883734,0.005164,0.005039,0.00548,0.005384,11857520100,11798066500,1276.56,0.005007,0.99792386,0.006873144,-0.001715,-0.002089,-0.001822,-0.001959,11832746800,11857520100,1273.85,-0.002123,1.005039266,0.006195932,0
20101126,-0.007258,-0.007493,-0.006929,-0.007097,11011632000,11095175600,1189.4,-0.007469,1.014954456,0.008578182,0.005164,0.005039,0.00548,0.005384,11857520100,11798066500,1276.56,0.005007,0.99792386,0.006873144,-0.001715,-0.002089,-0.001822,-0.001959,11832746800,11857520100,1273.85,-0.002123,1.005039266,0.006195932,-0.001755,-0.001757,-0.001302,-0.001308,11812045000,11832746800,1271.5,-0.001845,0.997910752,0.005784097,0
20101129,-0.001085,-0.00137,-0.00188,-0.002119,10996548100,11011632000,1187.76,-0.001379,0.992470277,0.008579473,-0.001715,-0.002089,-0.001822,-0.001959,11832746800,11857520100,1273.85,-0.002123,1.005039266,0.006195932,-0.001755,-0.001757,-0.001302,-0.001308,11812045000,11832746800,1271.5,-0.001845,0.997910752,0.005784097,-0.001549,-0.001549,-0.000597,-0.000597,11794102600,11812045000,1269.75,-0.001376,0.998250465,0.005542313,0
20101130,-0.005854,-0.005906,-0.004674,-0.004694,10948613300,10996548100,1180.55,-0.00607,0.998630185,0.008555523,-0.001755,-0.001757,-0.001302,-0.001308,11812045000,11832746800,1271.5,-0.001845,0.997910752,0.005784097,-0.001549,-0.001549,-0.000597,-0.000597,11794102600,11812045000,1269.75,-0.001376,0.998250465,0.005542313,0.003829,0.003829,0.004008,0.004008,11839262900,11794102600,1274.48,0.003725,0.998481008,0.005507008,1
20101201,0.021595,0.021448,0.022079,0.021925,11183521600,10948613300,1206.07,0.021617,0.995640923,0.008900222,-0.001549,-0.001549,-0.000597,-0.000597,11794102600,11812045000,1269.75,-0.001376,0.998250465,0.005542313,0.003829,0.003829,0.004008,0.004008,11839262900,11794102600,1274.48,0.003725,0.998481008,0.005507008,0.009032,0.008924,0.008958,0.008903,11944916900,11839262900,1285.96,0.009008,1.003829058,0.005397477,1
20101202,0.012844,0.012829,0.01503,0.015018,11327000000,11183521600,1221.53,0.012818,1.02145553,0.00899275,0.003829,0.003829,0.004008,0.004008,11839262900,11794102600,1274.48,0.003725,0.998481008,0.005507008,0.009032,0.008924,0.008958,0.008903,11944916900,11839262900,1285.96,0.009008,1.003829058,0.005397477,-0.001697,-0.001697,-0.001111,-0.001111,11924646700,11944916900,1283.76,-0.001711,1.008924035,0.004136441,0
20101203,0.002709,0.002575,0.003632,0.003397,11355975500,11327000000,1224.71,0.002603,1.012829447,0.008995707,0.009032,0.008924,0.008958,0.008903,11944916900,11839262900,1285.96,0.009008,1.003829058,0.005397477,-0.001697,-0.001697,-0.001111,-0.001111,11924646700,11944916900,1283.76,-0.001711,1.008924035,0.004136441,0.007206,0.007172,0.006987,0.006974,12010179900,11924646700,1293.24,0.007385,0.998303027,0.00375165,1
20101206,-0.001162,-0.001196,-0.000954,-0.001009,11342391300,11355975500,1223.12,-0.001298,1.002558091,0.009005102,-0.001697,-0.001697,-0.001111,-0.001111,11924646700,11944916900,1283.76,-0.001711,1.008924035,0.004136441,0.007206,0.007172,0.006987,0.006974,12010179900,11924646700,1293.24,0.007385,0.998303027,0.00375165,0.001383,0.00136,0.003128,0.003119,12034375600,12017876900,1295.02,0.001376,1.007818278,0.003750525,1
20101207,0.000655,0.000638,0.000648,0.000608,11349625700,11342391300,1223.75,0.000515,0.998803784,0.009003796,0.007206,0.007172,0.006987,0.006974,12010179900,11924646700,1293.24,0.007385,0.998303027,0.00375165,0.001383,0.00136,0.003128,0.003119,12034375600,12017876900,1295.02,0.001376,1.007818278,0.003750525,-0.00996,-0.010094,-0.012881,-0.012921,11912895900,12034375600,1281.92,-0.010116,1.001372846,0.004310974,0
20101208,0.003878,0.003568,0.002543,0.00221,11390430400,11349625700,1228.28,0.003702,1.00063782,0.009013716,0.001383,0.00136,0.003128,0.003119,12034375600,12017876900,1295.02,0.001376,1.007818278,0.003750525,-0.00996,-0.010094,-0.012881,-0.012921,11912895900,12034375600,1281.92,-0.010116,1.001372846,0.004310974,-0.001058,-0.001059,-0.001908,-0.001912,11894610700,11912895900,1280.26,-0.001295,0.989905608,0.004338901,0
20101209,0.00398,0.003897,0.00433,0.004238,11434814300,11390430400,1233,0.003843,1.003595246,0.008994937,-0.00996,-0.010094,-0.012881,-0.012921,11912895900,12034375600,1281.92,-0.010116,1.001372846,0.004310974,-0.001058,-0.001059,-0.001908,-0.001912,11894610700,11912895900,1280.26,-0.001295,0.989905608,0.004338901,0.002205,0.002183,0.00088,0.000862,11920658600,11894610700,1283.35,0.002414,0.998465092,0.004322858,1
20101210,0.00613,0.006122,0.007091,0.00708,11504838200,11434814300,1240.4,0.006002,1.003896596,0.009033123,-0.001058,-0.001059,-0.001908,-0.001912,11894610700,11912895900,1280.26,-0.001295,0.989905608,0.004338901,0.002205,0.002183,0.00088,0.000862,11920658600,11894610700,1283.35,0.002414,0.998465092,0.004322858,0.005643,0.005643,0.006066,0.006066,11988075000,11920658600,1290.84,0.005836,1.002189891,0.004375543,1
20101213,0.000224,0.000067,-0.001208,-0.001335,11505656200,11504838200,1240.46,0.000048,1.006123746,0.009029774,0.002205,0.002183,0.00088,0.000862,11920658600,11894610700,1283.35,0.002414,0.998465092,0.004322858,0.005643,0.005643,0.006066,0.006066,11988075000,11920658600,1290.84,0.005836,1.002189891,0.004375543,0.0004,0.000372,-0.000328,-0.000385,11992532700,11988075000,1291.18,0.000263,1.005655426,0.004298446,1
20101214,0.001005,0.000989,0.000286,0.000254,11517034400,11505656200,1241.59,0.000911,1.000071101,0.009029868,0.005643,0.005643,0.006066,0.006066,11988075000,11920658600,1290.84,0.005836,1.002189891,0.004375543,0.0004,0.000372,-0.000328,-0.000385,11992532700,11988075000,1291.18,0.000263,1.005655426,0.004298446,0.00433,0.004295,0.006758,0.006686,12044104600,11992532700,1296.63,0.004221,1.000371845,0.004322406,1
20101215,-0.004986,-0.005014,-0.005316,-0.00538,11459284700,11517034400,1235.23,-0.005122,1.000988922,0.009033793,0.0004,0.000372,-0.000328,-0.000385,11992532700,11988075000,1291.18,0.000263,1.005655426,0.004298446,0.00433,0.004295,0.006758,0.006686,12044104600,11992532700,1296.63,0.004221,1.000371845,0.004322406,0.002442,0.002392,0.004468,0.004372,12072929000,12044104600,1299.54,0.002244,1.004300334,0.004323139,1
20101216,0.006158,0.005981,0.007954,0.007602,11527820400,11459284700,1242.87,0.006185,0.994985714,0.009069189,0.00433,0.004295,0.006758,0.006686,12044104600,11992532700,1296.63,0.004221,1.000371845,0.004322406,0.002442,0.002392,0.004468,0.004372,12072929000,12044104600,1299.54,0.002244,1.004300334,0.004323139,-0.017916,-0.017941,-0.019091,-0.019176,11856072000,12072929000,1276.34,-0.017852,1.002393237,0.005471011,0
20101217,0.001119,0.001112,0.003517,0.003497,11541810200,11527820400,1243.91,0.000837,1.005980801,0.008406749,0.002442,0.002392,0.004468,0.004372,12072929000,12044104600,1299.54,0.002244,1.004300334,0.004323139,-0.017916,-0.017941,-0.019091,-0.019176,11856072000,12072929000,1276.34,-0.017852,1.002393237,0.005471011,0.007465,0.007465,0.0084,0.0084,11992702700,11856072000,1286.12,0.007663,0.982037747,0.005524712,1
20101220,0.002346,0.002323,0.003163,0.003112,11599218400,11572339600,1247.08,0.002548,1.003861892,0.008392038,-0.017916,-0.017941,-0.019091,-0.019176,11856072000,12072929000,1276.34,-0.017852,1.002393237,0.005471011,0.007465,0.007465,0.0084,0.0084,11992702700,11856072000,1286.12,0.007663,0.982037747,0.005524712,0.016542,0.016539,0.015073,0.015056,12191073900,11992702700,1307.59,0.016694,1.011524112,0.006209299,1
20101221,0.006134,0.005994,0.006721,0.006624,11668204100,11599218400,1254.6,0.00603,1.002322676,0.008432538,0.007465,0.007465,0.0084,0.0084,11992702700,11856072000,1286.12,0.007663,0.982037747,0.005524712,0.016542,0.016539,0.015073,0.015056,12191073900,11992702700,1307.59,0.016694,1.011524112,0.006209299,-0.00247,-0.002646,-0.002388,-0.002464,12158822400,12191073900,1304.03,-0.002723,1.016540992,0.006258397,0
20101222,0.003422,0.003274,0.002903,0.002831,11706408800,11668204100,1258.84,0.00338,1.005947444,0.008271841,0.016542,0.016539,0.015073,0.015056,12191073900,11992702700,1307.59,0.016694,1.011524112,0.006209299,-0.00247,-0.002646,-0.002388,-0.002464,12158822400,12191073900,1304.03,-0.002723,1.016540992,0.006258397,0.002366,0.002231,0.005072,0.004989,12185947200,12158822400,1307.1,0.002354,0.997354499,0.006202556,1
20101223,-0.001591,-0.00166,-0.002494,-0.002531,11686222300,11706408800,1256.77,-0.001644,1.003274257,0.008266643,-0.00247,-0.002646,-0.002388,-0.002464,12158822400,12191073900,1304.03,-0.002723,1.016540992,0.006258397,0.002366,0.002231,0.005072,0.004989,12185947200,12158822400,1307.1,0.002354,0.997354499,0.006202556,0.002751,0.002737,0.005501,0.005444,12218805400,12185947200,1310.87,0.002884,1.002230874,0.006197717,1
20101227,0.000807,0.000804,0.000765,0.00075,11695615500,11686222300,1257.54,0.000613,0.998275603,0.008206601,0.002366,0.002231,0.005072,0.004989,12185947200,12158822400,1307.1,0.002354,0.997354499,0.006202556,0.002751,0.002737,0.005501,0.005444,12218805400,12185947200,1310.87,0.002884,1.002230874,0.006197717,0.006562,0.006548,0.006089,0.006064,12298794500,12218805400,1319.05,0.00624,1.002696401,0.006232584,1
20101228,0.000765,0.000758,-0.00027,-0.000286,11704482200,11695615500,1258.51,0.000771,1.000803784,0.007830727,0.002751,0.002737,0.005501,0.005444,12218805400,12185947200,1310.87,0.002884,1.002230874,0.006197717,0.006562,0.006548,0.006089,0.006064,12298794500,12218805400,1319.05,0.00624,1.002696401,0.006232584,0.004593,0.004289,0.004255,0.004137,12351565600,12298794500,1324.57,0.004185,1.006546393,0.006246543,1
20101229,0.001216,0.001039,0.001722,0.001485,11716643500,11704482200,1259.78,0.001009,1.000758122,0.007813252,0.006562,0.006548,0.006089,0.006064,12298794500,12218805400,1319.05,0.00624,1.002696401,0.006232584,0.004593,0.004289,0.004255,0.004137,12351565600,12298794500,1324.57,0.004185,1.006546393,0.006246543,-0.00273,-0.002856,-0.002465,-0.00261,12316294900,12351565600,1320.88,-0.002786,1.004290754,0.006299329,0
20101230,-0.001459,-0.001486,-0.000678,-0.000728,11699237000,11716643500,1257.88,-0.001508,1.001039029,0.007077046,0.004593,0.004289,0.004255,0.004137,12351565600,12298794500,1324.57,0.004185,1.006546393,0.006246543,-0.00273,-0.002856,-0.002465,-0.00261,12316294900,12351565600,1320.88,-0.002786,1.004290754,0.006299329,0.000744,0.000665,0.003784,0.003664,12324562900,12316294900,1321.87,0.00075,0.997144435,0.00630039,1
20101231,-0.000271,-0.000276,-0.001106,-0.001115,11683073300,11699237000,1257.64,-0.000191,0.998514378,0.007081338,-0.00273,-0.002856,-0.002465,-0.00261,12316294900,12351565600,1320.88,-0.002786,1.004290754,0.006299329,0.000744,0.000665,0.003784,0.003664,12324562900,12316294900,1321.87,0.00075,0.997144435,0.00630039,0.005651,0.005507,0.006665,0.006516,12392676000,12324562900,1329.15,0.005507,1.000671306,0.006310304,1
20110103,0.011325,0.011291,0.011427,0.011393,11815016800,11683073300,1271.87,0.011315,0.998618397,0.006857087,0.000744,0.000665,0.003784,0.003664,12324562900,12316294900,1321.87,0.00075,0.997144435,0.00630039,0.005651,0.005507,0.006665,0.006516,12392676000,12324562900,1329.15,0.005507,1.000671306,0.006310304,0.00241,0.002213,0.001625,0.001525,12420121300,12392676000,1332.32,0.002385,1.005526614,0.006298977,1
20110104,-0.001236,-0.001254,-0.005422,-0.005429,11798066500,11822611900,1270.2,-0.001313,1.011943655,0.006883734,0.005651,0.005507,0.006665,0.006516,12392676000,12324562900,1329.15,0.005507,1.000671306,0.006310304,0.00241,0.002213,0.001625,0.001525,12420121300,12392676000,1332.32,0.002385,1.005526614,0.006298977,-0.003153,-0.003281,-0.003298,-0.003338,12379385000,12420121300,1328.01,-0.003235,1.002214639,0.006109862,0
20110105,0.005164,0.005039,0.00548,0.005384,11857520100,11798066500,1276.56,0.005007,0.99792386,0.006873144,0.00241,0.002213,0.001625,0.001525,12420121300,12392676000,1332.32,0.002385,1.005526614,0.006298977,-0.003153,-0.003281,-0.003298,-0.003338,12379385000,12420121300,1328.01,-0.003235,1.002214639,0.006109862,0.006311,0.006133,0.008281,0.008059,12455388700,12379385000,1336.32,0.006257,0.996720137,0.00614764,1
20110106,-0.001715,-0.002089,-0.001822,-0.001959,11832746800,11857520100,1273.85,-0.002123,1.005039266,0.006195932,-0.003153,-0.003281,-0.003298,-0.003338,12379385000,12420121300,1328.01,-0.003235,1.002214639,0.006109862,0.006311,0.006133,0.008281,0.008059,12455388700,12379385000,1336.32,0.006257,0.996720137,0.00614764,0.003255,0.003169,0.004602,0.004545,12494801500,12455388700,1340.43,0.003076,1.006139538,0.006121998,1
20110107,-0.001755,-0.001757,-0.001302,-0.001308,11812045000,11832746800,1271.5,-0.001845,0.997910752,0.005784097,0.006311,0.006133,0.008281,0.008059,12455388700,12379385000,1336.32,0.006257,0.996720137,0.00614764,0.003255,0.003169,0.004602,0.004545,12494801500,12455388700,1340.43,0.003076,1.006139538,0.006121998,0.001846,0.001842,0.001774,0.001766,12516486800,12494801500,1343.01,0.001925,1.003164317,0.006080513,1
20110110,-0.001549,-0.001549,-0.000597,-0.000597,11794102600,11812045000,1269.75,-0.001376,0.998250465,0.005542313,0.003255,0.003169,0.004602,0.004545,12494801500,12455388700,1340.43,0.003076,1.006139538,0.006121998,0.001846,0.001842,0.001774,0.001766,12516486800,12494801500,1343.01,0.001925,1.003164317,0.006080513,-0.020693,-0.020707,-0.023387,-0.023428,12257132400,12516486800,1315.44,-0.020529,1.001735546,0.007299473,0
20110111,0.003829,0.003829,0.004008,0.004008,11839262900,11794102600,1274.48,0.003725,0.998481008,0.005507008,0.001846,0.001842,0.001774,0.001766,12516486800,12494801500,1343.01,0.001925,1.003164317,0.006080513,-0.020693,-0.020707,-0.023387,-0.023428,12257132400,12516486800,1315.44,-0.020529,1.001735546,0.007299473,-0.006134,-0.006183,-0.009231,-0.009313,12181232300,12257132400,1307.4,-0.006112,0.979278978,0.007406614,0
20110112,0.009032,0.008924,0.008958,0.008903,11944916900,11839262900,1285.96,0.009008,1.003829058,0.005397477,-0.020693,-0.020707,-0.023387,-0.023428,12257132400,12516486800,1315.44,-0.020529,1.001735546,0.007299473,-0.006134,-0.006183,-0.009231,-0.009313,12181232300,12257132400,1307.4,-0.006112,0.979278978,0.007406614,-0.000795,-0.001028,0.000807,0.000628,12168720900,12181232300,1306.1,-0.000994,0.993807679,0.007396874,0
20110113,-0.001697,-0.001697,-0.001111,-0.001111,11924646700,11944916900,1283.76,-0.001711,1.008924035,0.004136441,-0.006134,-0.006183,-0.009231,-0.009313,12181232300,12257132400,1307.4,-0.006112,0.979278978,0.007406614,-0.000795,-0.001028,0.000807,0.000628,12168720900,12181232300,1306.1,-0.000994,0.993807679,0.007396874,0.010296,0.010031,0.013984,0.013768,12290626200,12168720900,1319.88,0.01055,0.998972895,0.007460645,1
20110114,0.007206,0.007172,0.006987,0.006974,12010179900,11924646700,1293.24,0.007385,0.998303027,0.00375165,-0.000795,-0.001028,0.000807,0.000628,12168720900,12181232300,1306.1,-0.000994,0.993807679,0.007396874,0.010296,0.010031,0.013984,0.013768,12290626200,12168720900,1319.88,0.01055,0.998972895,0.007460645,0.00512,0.005067,0.004406,0.004329,12350222100,12296221200,1327.22,0.005561,1.010477708,0.007491122,1
20110118,0.001383,0.00136,0.003128,0.003119,12034375600,12017876900,1295.02,0.001376,1.007818278,0.003750525,0.010296,0.010031,0.013984,0.013768,12290626200,12168720900,1319.88,0.01055,0.998972895,0.007460645,0.00512,0.005067,0.004406,0.004329,12350222100,12296221200,1327.22,0.005561,1.010477708,0.007491122,-0.015713,-0.015714,-0.017399,-0.017401,12173761000,12368073600,1306.33,-0.01574,1.005843454,0.007998681,0
20110119,-0.00996,-0.010094,-0.012881,-0.012921,11912895900,12034375600,1281.92,-0.010116,1.001372846,0.004310974,0.00512,0.005067,0.004406,0.004329,12350222100,12296221200,1327.22,0.005561,1.010477708,0.007491122,-0.015713,-0.015714,-0.017399,-0.017401,12173761000,12368073600,1306.33,-0.01574,1.005843454,0.007998681,0.002,0.001837,0.003025,0.002882,12196541700,12173761000,1308.44,0.001615,0.984289178,0.00799984,1
20110120,-0.001058,-0.001059,-0.001908,-0.001912,11894610700,11912895900,1280.26,-0.001295,0.989905608,0.004338901,-0.015713,-0.015714,-0.017399,-0.017401,12173761000,12368073600,1306.33,-0.01574,1.005843454,0.007998681,0.002,0.001837,0.003025,0.002882,12196541700,12173761000,1308.44,0.001615,0.984289178,0.00799984,0.017027,0.016987,0.017841,0.017802,12403795000,12196541700,1330.97,0.017219,1.001871295,0.008314285,1
20110121,0.002205,0.002183,0.00088,0.000862,11920658600,11894610700,1283.35,0.002414,0.998465092,0.004322858,0.002,0.001837,0.003025,0.002882,12196541700,12173761000,1308.44,0.001615,0.984289178,0.00799984,0.017027,0.016987,0.017841,0.017802,12403795000,12196541700,1330.97,0.017219,1.001871295,0.008314285,-0.00728,-0.007284,-0.006721,-0.006729,12313965500,12403795000,1321.15,-0.007378,1.016992792,0.008452426,0
20110124,0.005643,0.005643,0.006066,0.006066,11988075000,11920658600,1290.84,0.005836,1.002189891,0.004375543,0.017027,0.016987,0.017841,0.017802,12403795000,12196541700,1330.97,0.017219,1.001871295,0.008314285,-0.00728,-0.007284,-0.006721,-0.006729,12313965500,12403795000,1321.15,-0.007378,1.016992792,0.008452426,-0.008306,-0.008341,-0.009655,-0.009749,12211289400,12313965500,1310.13,-0.008341,0.992757902,0.008620443,0
