date,SPR.T-5,PRC.T-5,VOL.T-5,SHROUT.T-5,RETX.T-5,SPR.T-4,PRC.T-4,VOL.T-4,SHROUT.T-4,RETX.T-4,SPR.T-3,PRC.T-3,VOL.T-3,SHROUT.T-3,RETX.T-3,SPR.T-2,PRC.T-2,VOL.T-2,SHROUT.T-2,RETX.T-2,SPR.T-1,PRC.T-1,VOL.T-1,SHROUT.T-1,RETX.T-1,sprtrn,MOVEMENT.T-0
17.Sep.12,0.38,33.1,24952755,4819056,0.004552,0.3251,33.015,25260371,4819056,-0.002568,0.52,32.78,20848394,4819056,-0.007118,0.69,32.26,37845560,4819056,-0.015863,1.015,32.47,62734231,4819056,0.00651,-0.003125,0
18.Sep.12,0.3251,33.015,25260371,4819056,-0.002568,0.52,32.78,20848394,4819056,-0.007118,0.69,32.26,37845560,4819056,-0.015863,1.015,32.47,62734231,4819056,0.00651,0.36,32.225,18521305,4819056,-0.007546,-0.00128,0
19.Sep.12,0.52,32.78,20848394,4819056,-0.007118,0.69,32.26,37845560,4819056,-0.015863,1.015,32.47,62734231,4819056,0.00651,0.36,32.225,18521305,4819056,-0.007546,0.98,31.3,30495716,4819056,-0.028704,0.001185,0
20.Sep.12,0.69,32.26,37845560,4819056,-0.015863,1.015,32.47,62734231,4819056,0.00651,0.36,32.225,18521305,4819056,-0.007546,0.98,31.3,30495716,4819056,-0.028704,0.51,30.725,29149110,4819056,-0.018371,-0.000541,1
21.Sep.12,1.015,32.47,62734231,4819056,0.00651,0.36,32.225,18521305,4819056,-0.007546,0.98,31.3,30495716,4819056,-0.028704,0.51,30.725,29149110,4819056,-0.018371,0.715,31.215,23370671,4819056,0.015948,-0.000075,1
24.Sep.12,0.36,32.225,18521305,4819056,-0.007546,0.98,31.3,30495716,4819056,-0.028704,0.51,30.725,29149110,4819056,-0.018371,0.715,31.215,23370671,4819056,0.015948,0.54,31.46,26830627,4819056,0.007849,-0.002233,1
25.Sep.12,0.98,31.3,30495716,4819056,-0.028704,0.51,30.725,29149110,4819056,-0.018371,0.715,31.215,23370671,4819056,0.015948,0.54,31.46,26830627,4819056,0.007849,0.465,31.67,28314880,4819056,0.006675,-0.010502,0
26.Sep.12,0.51,30.725,29149110,4819056,-0.018371,0.715,31.215,23370671,4819056,0.015948,0.54,31.46,26830627,4819056,0.007849,0.465,31.67,28314880,4819056,0.006675,0.61,31.65,21658696,4819056,-0.000632,-0.005737,1
27.Sep.12,0.715,31.215,23370671,4819056,0.015948,0.54,31.46,26830627,4819056,0.007849,0.465,31.67,28314880,4819056,0.006675,0.61,31.65,21658696,4819056,-0.000632,0.36,31.82,19660711,4819056,0.005371,0.009649,1
28.Sep.12,0.54,31.46,26830627,4819056,0.007849,0.465,31.67,28314880,4819056,0.006675,0.61,31.65,21658696,4819056,-0.000632,0.36,31.82,19660711,4819056,0.005371,0.33,31.895,25062044,4819056,0.002357,-0.004478,0
1.Oct.12,0.465,31.67,28314880,4819056,0.006675,0.61,31.65,21658696,4819056,-0.000632,0.36,31.82,19660711,4819056,0.005371,0.33,31.895,25062044,4819056,0.002357,0.81,31.39,31162488,4819056,-0.015833,0.002652,0
2.Oct.12,0.61,31.65,21658696,4819056,-0.000632,0.36,31.82,19660711,4819056,0.005371,0.33,31.895,25062044,4819056,0.002357,0.81,31.39,31162488,4819056,-0.015833,0.52,31.18,22128052,4819056,-0.00669,0.000872,0
3.Oct.12,0.36,31.82,19660711,4819056,0.005371,0.33,31.895,25062044,4819056,0.002357,0.81,31.39,31162488,4819056,-0.015833,0.52,31.18,22128052,4819056,-0.00669,0.66,30.65,23297430,4819056,-0.016998,0.003624,0
4.Oct.12,0.33,31.895,25062044,4819056,0.002357,0.81,31.39,31162488,4819056,-0.015833,0.52,31.18,22128052,4819056,-0.00669,0.66,30.65,23297430,4819056,-0.016998,0.29,30.58,23014264,4819056,-0.002284,0.007174,1
5.Oct.12,0.81,31.39,31162488,4819056,-0.015833,0.52,31.18,22128052,4819056,-0.00669,0.66,30.65,23297430,4819056,-0.016998,0.29,30.58,23014264,4819056,-0.002284,0.47,30.72,20443248,4819056,0.004578,-0.000322,1
8.Oct.12,0.52,31.18,22128052,4819056,-0.00669,0.66,30.65,23297430,4819056,-0.016998,0.29,30.58,23014264,4819056,-0.002284,0.47,30.72,20443248,4819056,0.004578,0.51,31,18648556,4819056,0.009115,-0.003457,1
9.Oct.12,0.66,30.65,23297430,4819056,-0.016998,0.29,30.58,23014264,4819056,-0.002284,0.47,30.72,20443248,4819056,0.004578,0.51,31,18648556,4819056,0.009115,0.36,31.3,26226231,4819056,0.009677,-0.009891,1
10.Oct.12,0.29,30.58,23014264,4819056,-0.002284,0.47,30.72,20443248,4819056,0.004578,0.51,31,18648556,4819056,0.009115,0.36,31.3,26226231,4819056,0.009677,0.61,31.87,21946895,4819056,0.018211,-0.006188,0
11.Oct.12,0.47,30.72,20443248,4819056,0.004578,0.51,31,18648556,4819056,0.009115,0.36,31.3,26226231,4819056,0.009677,0.61,31.87,21946895,4819056,0.018211,0.49,31.23,28279690,4819056,-0.020082,0.000195,0
12.Oct.12,0.51,31,18648556,4819056,0.009115,0.36,31.3,26226231,4819056,0.009677,0.61,31.87,21946895,4819056,0.018211,0.49,31.23,28279690,4819056,-0.020082,0.48,31.115,26016493,4819056,-0.003682,-0.002966,0
15.Oct.12,0.36,31.3,26226231,4819056,0.009677,0.61,31.87,21946895,4819056,0.018211,0.49,31.23,28279690,4819056,-0.020082,0.48,31.115,26016493,4819056,-0.003682,0.85,30.475,26263903,4819056,-0.020569,0.008078,1
16.Oct.12,0.61,31.87,21946895,4819056,0.018211,0.49,31.23,28279690,4819056,-0.020082,0.48,31.115,26016493,4819056,-0.003682,0.85,30.475,26263903,4819056,-0.020569,0.58,30.8,17261671,4819056,0.010664,0.01027,0
17.Oct.12,0.49,31.23,28279690,4819056,-0.020082,0.48,31.115,26016493,4819056,-0.003682,0.85,30.475,26263903,4819056,-0.020569,0.58,30.8,17261671,4819056,0.010664,0.39,30.59,21393044,4819056,-0.006818,0.004117,1
18.Oct.12,0.48,31.115,26016493,4819056,-0.003682,0.85,30.475,26263903,4819056,-0.020569,0.58,30.8,17261671,4819056,0.010664,0.39,30.59,21393044,4819056,-0.006818,0.58,30.6,21683054,4819056,0.000327,-0.002444,1
19.Oct.12,0.85,30.475,26263903,4819056,-0.020569,0.58,30.8,17261671,4819056,0.010664,0.39,30.59,21393044,4819056,-0.006818,0.58,30.6,21683054,4819056,0.000327,0.51,30.86,20760851,4819056,0.008497,-0.016571,1
22.Oct.12,0.58,30.8,17261671,4819056,0.010664,0.39,30.59,21393044,4819056,-0.006818,0.58,30.6,21683054,4819056,0.000327,0.51,30.86,20760851,4819056,0.008497,0.49,30.99,19839079,4819056,0.004213,0.00044,1
23.Oct.12,0.39,30.59,21393044,4819056,-0.006818,0.58,30.6,21683054,4819056,0.000327,0.51,30.86,20760851,4819056,0.008497,0.49,30.99,19839079,4819056,0.004213,0.53,31.08,21782645,4819056,0.002904,-0.014444,1
24.Oct.12,0.58,30.6,21683054,4819056,0.000327,0.51,30.86,20760851,4819056,0.008497,0.49,30.99,19839079,4819056,0.004213,0.53,31.08,21782645,4819056,0.002904,0.59,31.48,22723213,4819056,0.01287,-0.003085,0
25.Oct.12,0.51,30.86,20760851,4819056,0.008497,0.49,30.99,19839079,4819056,0.004213,0.53,31.08,21782645,4819056,0.002904,0.59,31.48,22723213,4819056,0.01287,0.63,31.21,16966158,4819056,-0.008577,0.002996,1
26.Oct.12,0.49,30.99,19839079,4819056,0.004213,0.53,31.08,21782645,4819056,0.002904,0.59,31.48,22723213,4819056,0.01287,0.63,31.21,16966158,4819056,-0.008577,0.58,31.25,13375916,4819056,0.001282,-0.000729,1
31.Oct.12,0.53,31.08,21782645,4819056,0.002904,0.59,31.48,22723213,4819056,0.01287,0.63,31.21,16966158,4819056,-0.008577,0.58,31.25,13375916,4819056,0.001282,0.58,31.63,14853499,4819056,0.01216,0.000156,0
1.Nov.12,0.59,31.48,22723213,4819056,0.01287,0.63,31.21,16966158,4819056,-0.008577,0.58,31.25,13375916,4819056,0.001282,0.58,31.63,14853499,4819056,0.01216,0.59,30.79,22025652,4819056,-0.026557,0.010927,0
2.Nov.12,0.63,31.21,16966158,4819056,-0.008577,0.58,31.25,13375916,4819056,0.001282,0.58,31.63,14853499,4819056,0.01216,0.59,30.79,22025652,4819056,-0.026557,0.57,30.4201,17698408,4819056,-0.012014,-0.009379,0
5.Nov.12,0.58,31.25,13375916,4819056,0.001282,0.58,31.63,14853499,4819056,0.01216,0.59,30.79,22025652,4819056,-0.026557,0.57,30.4201,17698408,4819056,-0.012014,0.46,30.35,15389414,4819056,-0.002304,0.002164,0
6.Nov.12,0.58,31.63,14853499,4819056,0.01216,0.59,30.79,22025652,4819056,-0.026557,0.57,30.4201,17698408,4819056,-0.012014,0.46,30.35,15389414,4819056,-0.002304,0.46,30.3,10856035,4819056,-0.001647,0.007853,0
7.Nov.12,0.59,30.79,22025652,4819056,-0.026557,0.57,30.4201,17698408,4819056,-0.012014,0.46,30.35,15389414,4819056,-0.002304,0.46,30.3,10856035,4819056,-0.001647,0.61,30.02,20613502,4819056,-0.009241,-0.023705,0
8.Nov.12,0.57,30.4201,17698408,4819056,-0.012014,0.46,30.35,15389414,4819056,-0.002304,0.46,30.3,10856035,4819056,-0.001647,0.61,30.02,20613502,4819056,-0.009241,0.63,29.58,22277510,4819056,-0.014657,-0.012205,1
9.Nov.12,0.46,30.35,15389414,4819056,-0.002304,0.46,30.3,10856035,4819056,-0.001647,0.61,30.02,20613502,4819056,-0.009241,0.63,29.58,22277510,4819056,-0.014657,0.51,29.9501,25806107,4819056,0.012512,0.001699,1
12.Nov.12,0.46,30.3,10856035,4819056,-0.001647,0.61,30.02,20613502,4819056,-0.009241,0.63,29.58,22277510,4819056,-0.014657,0.51,29.9501,25806107,4819056,0.012512,0.35,30,25242342,4819056,0.001666,0.00013,1
13.Nov.12,0.61,30.02,20613502,4819056,-0.009241,0.63,29.58,22277510,4819056,-0.014657,0.51,29.9501,25806107,4819056,0.012512,0.35,30,25242342,4819056,0.001666,0.41,30.14,22157695,4819056,0.004667,-0.003985,1
14.Nov.12,0.63,29.58,22277510,4819056,-0.014657,0.51,29.9501,25806107,4819056,0.012512,0.35,30,25242342,4819056,0.001666,0.41,30.14,22157695,4819056,0.004667,0.4199,30.2,17230241,4819056,0.001991,-0.013852,1
15.Nov.12,0.51,29.9501,25806107,4819056,0.012512,0.35,30,25242342,4819056,0.001666,0.41,30.14,22157695,4819056,0.004667,0.4199,30.2,17230241,4819056,0.001991,0.395,30.395,17212420,4819056,0.006457,-0.001594,1
16.Nov.12,0.35,30,25242342,4819056,0.001666,0.41,30.14,22157695,4819056,0.004667,0.4199,30.2,17230241,4819056,0.001991,0.395,30.395,17212420,4819056,0.006457,0.485,30.92,8044547,4819056,0.017273,0.00484,1
19.Nov.12,0.41,30.14,22157695,4819056,0.004667,0.4199,30.2,17230241,4819056,0.001991,0.395,30.395,17212420,4819056,0.006457,0.485,30.92,8044547,4819056,0.017273,0.39,30.96,15433613,4819056,0.001294,0.019862,1
20.Nov.12,0.4199,30.2,17230241,4819056,0.001991,0.395,30.395,17212420,4819056,0.006457,0.485,30.92,8044547,4819056,0.017273,0.39,30.96,15433613,4819056,0.001294,0.61,31.2213,24299399,4819056,0.00844,0.000663,1
21.Nov.12,0.395,30.395,17212420,4819056,0.006457,0.485,30.92,8044547,4819056,0.017273,0.39,30.96,15433613,4819056,0.001294,0.61,31.2213,24299399,4819056,0.00844,0.83,31.8,21332260,4819056,0.018535,0.00232,1
23.Nov.12,0.485,30.92,8044547,4819056,0.017273,0.39,30.96,15433613,4819056,0.001294,0.61,31.2213,24299399,4819056,0.00844,0.83,31.8,21332260,4819056,0.018535,0.33,31.84,21945030,4819056,0.001258,0.013026,1
26.Nov.12,0.39,30.96,15433613,4819056,0.001294,0.61,31.2213,24299399,4819056,0.00844,0.83,31.8,21332260,4819056,0.018535,0.33,31.84,21945030,4819056,0.001258,0.495,32.175,26312427,4748000,0.010521,-0.00203,1
27.Nov.12,0.61,31.2213,24299399,4819056,0.00844,0.83,31.8,21332260,4819056,0.018535,0.33,31.84,21945030,4819056,0.001258,0.495,32.175,26312427,4748000,0.010521,0.29,32.31,21859247,4748000,0.004196,-0.005227,1
28.Nov.12,0.83,31.8,21332260,4819056,0.018535,0.33,31.84,21945030,4819056,0.001258,0.495,32.175,26312427,4748000,0.010521,0.29,32.31,21859247,4748000,0.004196,0.46,32.38,17144566,4748000,0.002167,0.007856,0
29.Nov.12,0.33,31.84,21945030,4819056,0.001258,0.495,32.175,26312427,4748000,0.010521,0.29,32.31,21859247,4748000,0.004196,0.46,32.38,17144566,4748000,0.002167,0.81,32,30437294,4748000,-0.011736,0.00427,1
30.Nov.12,0.495,32.175,26312427,4748000,0.010521,0.29,32.31,21859247,4748000,0.004196,0.46,32.38,17144566,4748000,0.002167,0.81,32,30437294,4748000,-0.011736,0.21,32.03,24795574,4748000,0.000937,0.000162,0
3.Dec.12,0.29,32.31,21859247,4748000,0.004196,0.46,32.38,17144566,4748000,0.002167,0.81,32,30437294,4748000,-0.011736,0.21,32.03,24795574,4748000,0.000937,0.4,31.92,18177216,4748000,-0.003434,-0.004745,1
4.Dec.12,0.46,32.38,17144566,4748000,0.002167,0.81,32,30437294,4748000,-0.011736,0.21,32.03,24795574,4748000,0.000937,0.4,31.92,18177216,4748000,-0.003434,0.31,32.07,20395656,4748000,0.004699,-0.00171,1
5.Dec.12,0.81,32,30437294,4748000,-0.011736,0.21,32.03,24795574,4748000,0.000937,0.4,31.92,18177216,4748000,-0.003434,0.31,32.07,20395656,4748000,0.004699,0.48,32.34,25396707,4748000,0.008419,0.001585,0
6.Dec.12,0.21,32.03,24795574,4748000,0.000937,0.4,31.92,18177216,4748000,-0.003434,0.31,32.07,20395656,4748000,0.004699,0.48,32.34,25396707,4748000,0.008419,0.55,31.94,20115749,4748000,-0.012369,0.003307,0
7.Dec.12,0.4,31.92,18177216,4748000,-0.003434,0.31,32.07,20395656,4748000,0.004699,0.48,32.34,25396707,4748000,0.008419,0.55,31.94,20115749,4748000,-0.012369,0.62,31.61,20586730,4748000,-0.010332,0.002921,1
10.Dec.12,0.31,32.07,20395656,4748000,0.004699,0.48,32.34,25396707,4748000,0.008419,0.55,31.94,20115749,4748000,-0.012369,0.62,31.61,20586730,4748000,-0.010332,0.675,31.96,21818490,4734297,0.011072,0.000338,1
11.Dec.12,0.48,32.34,25396707,4748000,0.008419,0.55,31.94,20115749,4748000,-0.012369,0.62,31.61,20586730,4748000,-0.010332,0.675,31.96,21818490,4734297,0.011072,0.67,32.32,23982504,4734297,0.011264,0.006549,1
12.Dec.12,0.55,31.94,20115749,4748000,-0.012369,0.62,31.61,20586730,4748000,-0.010332,0.675,31.96,21818490,4734297,0.011072,0.67,32.32,23982504,4734297,0.011264,0.6,32.88,37476201,4734297,0.017327,0.000448,1
13.Dec.12,0.62,31.61,20586730,4748000,-0.010332,0.675,31.96,21818490,4734297,0.011072,0.67,32.32,23982504,4734297,0.011264,0.6,32.88,37476201,4734297,0.017327,0.52,34.09,60300158,4734297,0.0368,-0.006321,0
14.Dec.12,0.675,31.96,21818490,4734297,0.011072,0.67,32.32,23982504,4734297,0.011264,0.6,32.88,37476201,4734297,0.017327,0.52,34.09,60300158,4734297,0.0368,0.32,33.9398,27953807,4734297,-0.004406,-0.004135,0
17.Dec.12,0.67,32.32,23982504,4734297,0.011264,0.6,32.88,37476201,4734297,0.017327,0.52,34.09,60300158,4734297,0.0368,0.32,33.9398,27953807,4734297,-0.004406,0.72,33.76,45622433,4734297,-0.005298,0.011871,0
18.Dec.12,0.6,32.88,37476201,4734297,0.017327,0.52,34.09,60300158,4734297,0.0368,0.32,33.9398,27953807,4734297,-0.004406,0.72,33.76,45622433,4734297,-0.005298,0.22,33.61,6468026,4734297,-0.004443,0.011487,1
19.Dec.12,0.52,34.09,60300158,4734297,0.0368,0.32,33.9398,27953807,4734297,-0.004406,0.72,33.76,45622433,4734297,-0.005298,0.22,33.61,6468026,4734297,-0.004443,0.51,33.61,13289609,4734297,0,-0.007589,0
20.Dec.12,0.32,33.9398,27953807,4734297,-0.004406,0.72,33.76,45622433,4734297,-0.005298,0.22,33.61,6468026,4734297,-0.004443,0.51,33.61,13289609,4734297,0,0.62,33.27,21629749,4734297,-0.010116,0.005488,0
21.Dec.12,0.72,33.76,45622433,4734297,-0.005298,0.22,33.61,6468026,4734297,-0.004443,0.51,33.61,13289609,4734297,0,0.62,33.27,21629749,4734297,-0.010116,0.49,33.02,16818996,4734297,-0.007514,-0.009379,1
24.Dec.12,0.22,33.61,6468026,4734297,-0.004443,0.51,33.61,13289609,4734297,0,0.62,33.27,21629749,4734297,-0.010116,0.49,33.02,16818996,4734297,-0.007514,0.77,33.32,25356631,4734297,0.009085,-0.00244,1
26.Dec.12,0.51,33.61,13289609,4734297,0,0.62,33.27,21629749,4734297,-0.010116,0.49,33.02,16818996,4734297,-0.007514,0.77,33.32,25356631,4734297,0.009085,0.81,34.69,33718215,4734297,0.041116,-0.004787,0
27.Dec.12,0.62,33.27,21629749,4734297,-0.010116,0.49,33.02,16818996,4734297,-0.007514,0.77,33.32,25356631,4734297,0.009085,0.81,34.69,33718215,4734297,0.041116,0.61,34.31,21822248,4734297,-0.010954,-0.001218,1
28.Dec.12,0.49,33.02,16818996,4734297,-0.007514,0.77,33.32,25356631,4734297,0.009085,0.81,34.69,33718215,4734297,0.041116,0.61,34.31,21822248,4734297,-0.010954,0.35,34.61,21590123,4734297,0.008744,-0.01105,0
31.Dec.12,0.77,33.32,25356631,4734297,0.009085,0.81,34.69,33718215,4734297,0.041116,0.61,34.31,21822248,4734297,-0.010954,0.35,34.61,21590123,4734297,0.008744,0.305,34.43,13943031,4734297,-0.005201,0.016942,1
2.Jan.13,0.81,34.69,33718215,4734297,0.041116,0.61,34.31,21822248,4734297,-0.010954,0.35,34.61,21590123,4734297,0.008744,0.305,34.43,13943031,4734297,-0.005201,0.45,34.44,17375412,4734297,0.00029,0.025403,1
3.Jan.13,0.61,34.31,21822248,4734297,-0.010954,0.35,34.61,21590123,4734297,0.008744,0.305,34.43,13943031,4734297,-0.005201,0.45,34.44,17375412,4734297,0.00029,0.42,34.46,18757408,4734297,0.000581,-0.002086,1
4.Jan.13,0.35,34.61,21590123,4734297,0.008744,0.305,34.43,13943031,4734297,-0.005201,0.45,34.44,17375412,4734297,0.00029,0.42,34.46,18757408,4734297,0.000581,0.51,34.91,17795633,4734297,0.013059,0.004865,0
7.Jan.13,0.305,34.43,13943031,4734297,-0.005201,0.45,34.44,17375412,4734297,0.00029,0.42,34.46,18757408,4734297,0.000581,0.51,34.91,17795633,4734297,0.013059,0.22,34.86,14844738,4734297,-0.001432,-0.003123,1
8.Jan.13,0.45,34.44,17375412,4734297,0.00029,0.42,34.46,18757408,4734297,0.000581,0.51,34.91,17795633,4734297,0.013059,0.22,34.86,14844738,4734297,-0.001432,0.4,34.96,14551532,4734297,0.002869,-0.003242,0
9.Jan.13,0.42,34.46,18757408,4734297,0.000581,0.51,34.91,17795633,4734297,0.013059,0.22,34.86,14844738,4734297,-0.001432,0.4,34.96,14551532,4734297,0.002869,0.36,34.7,16193508,4734297,-0.007437,0.002656,0
10.Jan.13,0.51,34.91,17795633,4734297,0.013059,0.22,34.86,14844738,4734297,-0.001432,0.4,34.96,14551532,4734297,0.002869,0.36,34.7,16193508,4734297,-0.007437,0.315,34.64,17526254,4734297,-0.001729,0.007597,0
11.Jan.13,0.22,34.86,14844738,4734297,-0.001432,0.4,34.96,14551532,4734297,0.002869,0.36,34.7,16193508,4734297,-0.007437,0.315,34.64,17526254,4734297,-0.001729,0.21,34.62,17785287,4734297,-0.000577,-0.000048,1
14.Jan.13,0.4,34.96,14551532,4734297,0.002869,0.36,34.7,16193508,4734297,-0.007437,0.315,34.64,17526254,4734297,-0.001729,0.21,34.62,17785287,4734297,-0.000577,0.72,35.11,30007031,4734297,0.014154,-0.000931,0
15.Jan.13,0.36,34.7,16193508,4734297,-0.007437,0.315,34.64,17526254,4734297,-0.001729,0.21,34.62,17785287,4734297,-0.000577,0.72,35.11,30007031,4734297,0.014154,0.45,34.93,19257446,4734297,-0.005127,0.001129,0
16.Jan.13,0.315,34.64,17526254,4734297,-0.001729,0.21,34.62,17785287,4734297,-0.000577,0.72,35.11,30007031,4734297,0.014154,0.45,34.93,19257446,4734297,-0.005127,0.51,34.69,17151527,4734297,-0.006871,0.000197,1
17.Jan.13,0.21,34.62,17785287,4734297,-0.000577,0.72,35.11,30007031,4734297,0.014154,0.45,34.93,19257446,4734297,-0.005127,0.51,34.69,17151527,4734297,-0.006871,0.585,34.94,18614592,4734297,0.007207,0.005643,1
18.Jan.13,0.72,35.11,30007031,4734297,0.014154,0.45,34.93,19257446,4734297,-0.005127,0.51,34.69,17151527,4734297,-0.006871,0.585,34.94,18614592,4734297,0.007207,0.52,35.38,17944975,4734297,0.012593,0.003403,1
22.Jan.13,0.45,34.93,19257446,4734297,-0.005127,0.51,34.69,17151527,4734297,-0.006871,0.585,34.94,18614592,4734297,0.007207,0.52,35.38,17944975,4734297,0.012593,0.41,35.54,20003169,4734297,0.004522,0.004428,1
23.Jan.13,0.51,34.69,17151527,4734297,-0.006871,0.585,34.94,18614592,4734297,0.007207,0.52,35.38,17944975,4734297,0.012593,0.41,35.54,20003169,4734297,0.004522,0.8,35.78,18247355,4734297,0.006753,0.001507,0
24.Jan.13,0.585,34.94,18614592,4734297,0.007207,0.52,35.38,17944975,4734297,0.012593,0.41,35.54,20003169,4734297,0.004522,0.8,35.78,18247355,4734297,0.006753,0.595,35.38,14177971,4734297,-0.011179,0.000007,1
25.Jan.13,0.52,35.38,17944975,4734297,0.012593,0.41,35.54,20003169,4734297,0.004522,0.8,35.78,18247355,4734297,0.006753,0.595,35.38,14177971,4734297,-0.011179,0.44,35.51,18999541,4734297,0.003674,0.005445,1
28.Jan.13,0.41,35.54,20003169,4734297,0.004522,0.8,35.78,18247355,4734297,0.006753,0.595,35.38,14177971,4734297,-0.011179,0.44,35.51,18999541,4734297,0.003674,0.5,36.205,27553342,4734297,0.019572,-0.00185,0
29.Jan.13,0.8,35.78,18247355,4734297,0.006753,0.595,35.38,14177971,4734297,-0.011179,0.44,35.51,18999541,4734297,0.003674,0.5,36.205,27553342,4734297,0.019572,0.97,35.13,23387797,4734297,-0.029692,0.005106,1
30.Jan.13,0.595,35.38,14177971,4734297,-0.011179,0.44,35.51,18999541,4734297,0.003674,0.5,36.205,27553342,4734297,0.019572,0.97,35.13,23387797,4734297,-0.029692,0.58,35.48,16530549,4734297,0.009963,-0.0039,0
31.Jan.13,0.44,35.51,18999541,4734297,0.003674,0.5,36.205,27553342,4734297,0.019572,0.97,35.13,23387797,4734297,-0.029692,0.58,35.48,16530549,4734297,0.009963,0.41,35.1,15573852,4734297,-0.01071,-0.002563,0
1.Feb.13,0.5,36.205,27553342,4734297,0.019572,0.97,35.13,23387797,4734297,-0.029692,0.58,35.48,16530549,4734297,0.009963,0.41,35.1,15573852,4734297,-0.01071,0.74,34.56,26809553,4734297,-0.015385,0.010053,1
4.Feb.13,0.97,35.13,23387797,4734297,-0.029692,0.58,35.48,16530549,4734297,0.009963,0.41,35.1,15573852,4734297,-0.01071,0.74,34.56,26809553,4734297,-0.015385,0.48,34.9,19194023,4734297,0.009838,-0.011539,1
5.Feb.13,0.58,35.48,16530549,4734297,0.009963,0.41,35.1,15573852,4734297,-0.01071,0.74,34.56,26809553,4734297,-0.015385,0.48,34.9,19194023,4734297,0.009838,0.49,34.96,12694780,4734297,0.001719,0.010416,1
6.Feb.13,0.41,35.1,15573852,4734297,-0.01071,0.74,34.56,26809553,4734297,-0.015385,0.48,34.9,19194023,4734297,0.009838,0.49,34.96,12694780,4734297,0.001719,0.4,35.11,14558867,4734297,0.004291,0.000549,0
7.Feb.13,0.74,34.56,26809553,4734297,-0.015385,0.48,34.9,19194023,4734297,0.009838,0.49,34.96,12694780,4734297,0.001719,0.4,35.11,14558867,4734297,0.004291,0.38,34.99,12943483,4734297,-0.003418,-0.001805,0
8.Feb.13,0.48,34.9,19194023,4734297,0.009838,0.49,34.96,12694780,4734297,0.001719,0.4,35.11,14558867,4734297,0.004291,0.38,34.99,12943483,4734297,-0.003418,0.38,34.9,15907053,4734297,-0.002572,0.005658,0
11.Feb.13,0.49,34.96,12694780,4734297,0.001719,0.4,35.11,14558867,4734297,0.004291,0.38,34.99,12943483,4734297,-0.003418,0.38,34.9,15907053,4734297,-0.002572,0.34,34.81,18273461,4734297,-0.002579,-0.000606,1
12.Feb.13,0.4,35.11,14558867,4734297,0.004291,0.38,34.99,12943483,4734297,-0.003418,0.38,34.9,15907053,4734297,-0.002572,0.34,34.81,18273461,4734297,-0.002579,0.59,35.4,16332159,4734297,0.016949,0.001595,0
13.Feb.13,0.38,34.99,12943483,4734297,-0.003418,0.38,34.9,15907053,4734297,-0.002572,0.34,34.81,18273461,4734297,-0.002579,0.59,35.4,16332159,4734297,0.016949,0.59,35.005,16141054,4734297,-0.011158,0.000592,0
14.Feb.13,0.38,34.9,15907053,4734297,-0.002572,0.34,34.81,18273461,4734297,-0.002579,0.59,35.4,16332159,4734297,0.016949,0.59,35.005,16141054,4734297,-0.011158,0.78,34.28,20837064,4734297,-0.020711,0.000691,1
15.Feb.13,0.34,34.81,18273461,4734297,-0.002579,0.59,35.4,16332159,4734297,0.016949,0.59,35.005,16141054,4734297,-0.011158,0.78,34.28,20837064,4734297,-0.020711,0.65,34.75,13703612,4734297,0.013711,-0.001045,0
19.Feb.13,0.59,35.4,16332159,4734297,0.016949,0.59,35.005,16141054,4734297,-0.011158,0.78,34.28,20837064,4734297,-0.020711,0.65,34.75,13703612,4734297,0.013711,1.16,34.28,19955086,4734297,-0.013525,0.007337,1
20.Feb.13,0.59,35.005,16141054,4734297,-0.011158,0.78,34.28,20837064,4734297,-0.020711,0.65,34.75,13703612,4734297,0.013711,1.16,34.28,19955086,4734297,-0.013525,0.49,34.32,15872768,4734297,0.001167,-0.012404,1
21.Feb.13,0.78,34.28,20837064,4734297,-0.020711,0.65,34.75,13703612,4734297,0.013711,1.16,34.28,19955086,4734297,-0.013525,0.49,34.32,15872768,4734297,0.001167,0.905,34.68,15651081,4734297,0.01049,-0.006303,0
22.Feb.13,0.65,34.75,13703612,4734297,0.013711,1.16,34.28,19955086,4734297,-0.013525,0.49,34.32,15872768,4734297,0.001167,0.905,34.68,15651081,4734297,0.01049,0.635,34.24,23601316,4719000,-0.012687,0.008773,1
25.Feb.13,1.16,34.28,19955086,4734297,-0.013525,0.49,34.32,15872768,4734297,0.001167,0.905,34.68,15651081,4734297,0.01049,0.635,34.24,23601316,4719000,-0.012687,0.83,34.63,20348714,4719000,0.01139,-0.01831,1
26.Feb.13,0.49,34.32,15872768,4734297,0.001167,0.905,34.68,15651081,4734297,0.01049,0.635,34.24,23601316,4719000,-0.012687,0.83,34.63,20348714,4719000,0.01139,0.6799,35.05,14737478,4719000,0.012128,0.006109,1
27.Feb.13,0.905,34.68,15651081,4734297,0.01049,0.635,34.24,23601316,4719000,-0.012687,0.83,34.63,20348714,4719000,0.01139,0.6799,35.05,14737478,4719000,0.012128,0.47,35.46,15383902,4719000,0.011698,0.012726,1
28.Feb.13,0.635,34.24,23601316,4719000,-0.012687,0.83,34.63,20348714,4719000,0.01139,0.6799,35.05,14737478,4719000,0.012128,0.47,35.46,15383902,4719000,0.011698,0.45,35.86,21370588,4719000,0.01128,-0.000864,1
