date,SPR.T-5,PRC.T-5,VOL.T-5,SHROUT.T-5,RETX.T-5,SPR.T-4,PRC.T-4,VOL.T-4,SHROUT.T-4,RETX.T-4,SPR.T-3,PRC.T-3,VOL.T-3,SHROUT.T-3,RETX.T-3,SPR.T-2,PRC.T-2,VOL.T-2,SHROUT.T-2,RETX.T-2,SPR.T-1,PRC.T-1,VOL.T-1,SHROUT.T-1,RETX.T-1,sprtrn,MOVEMENT.T-0
2.Sep.10,0.37,22.48,18137729,5025000,-0.006189,0.37,22.92,21350058,5025000,0.019573,0.68,24.265,113992359,5025000,0.058682,0.35,24.14,54854305,5025000,-0.005151,0.29,24.33,26064031,5025000,0.007871,0.009081,1
3.Sep.10,0.37,22.92,21350058,5025000,0.019573,0.68,24.265,113992359,5025000,0.058682,0.35,24.14,54854305,5025000,-0.005151,0.29,24.33,26064031,5025000,0.007871,0.77,25.05,44378104,5025000,0.029593,0.013219,1
7.Sep.10,0.68,24.265,113992359,5025000,0.058682,0.35,24.14,54854305,5025000,-0.005151,0.29,24.33,26064031,5025000,0.007871,0.77,25.05,44378104,5025000,0.029593,0.31,25.11,46939861,5027114,0.002395,-0.011471,1
8.Sep.10,0.35,24.14,54854305,5025000,-0.005151,0.29,24.33,26064031,5025000,0.007871,0.77,25.05,44378104,5025000,0.029593,0.31,25.11,46939861,5027114,0.002395,0.54,25.38,31369462,5027114,0.010753,0.006439,1
9.Sep.10,0.29,24.33,26064031,5025000,0.007871,0.77,25.05,44378104,5025000,0.029593,0.31,25.11,46939861,5027114,0.002395,0.54,25.38,31369462,5027114,0.010753,0.62,25.74,37663382,5027114,0.014184,0.004832,0
10.Sep.10,0.77,25.05,44378104,5025000,0.029593,0.31,25.11,46939861,5027114,0.002395,0.54,25.38,31369462,5027114,0.010753,0.62,25.74,37663382,5027114,0.014184,0.5,25.36,53075109,5027114,-0.014763,0.004863,1
13.Sep.10,0.31,25.11,46939861,5027114,0.002395,0.54,25.38,31369462,5027114,0.010753,0.62,25.74,37663382,5027114,0.014184,0.5,25.36,53075109,5027114,-0.014763,1.225,27.48,151174910,5027114,0.083596,0.011131,1
14.Sep.10,0.54,25.38,31369462,5027114,0.010753,0.62,25.74,37663382,5027114,0.014184,0.5,25.36,53075109,5027114,-0.014763,1.225,27.48,151174910,5027114,0.083596,0.54,27.491,49881849,5027114,0.0004,-0.000713,0
15.Sep.10,0.62,25.74,37663382,5027114,0.014184,0.5,25.36,53075109,5027114,-0.014763,1.225,27.48,151174910,5027114,0.083596,0.54,27.491,49881849,5027114,0.0004,0.66,26.82,82890217,5027114,-0.024408,0.003541,1
16.Sep.10,0.5,25.36,53075109,5027114,-0.014763,1.225,27.48,151174910,5027114,0.083596,0.54,27.491,49881849,5027114,0.0004,0.66,26.82,82890217,5027114,-0.024408,0.69,27.2,52113525,5027114,0.014169,-0.000364,0
17.Sep.10,1.225,27.48,151174910,5027114,0.083596,0.54,27.491,49881849,5027114,0.0004,0.66,26.82,82890217,5027114,-0.024408,0.69,27.2,52113525,5027114,0.014169,0.53,27.12,33224484,5027114,-0.002941,0.000827,0
20.Sep.10,0.54,27.491,49881849,5027114,0.0004,0.66,26.82,82890217,5027114,-0.024408,0.69,27.2,52113525,5027114,0.014169,0.53,27.12,33224484,5027114,-0.002941,0.76,26.96,58260128,5027114,-0.0059,0.01521,0
21.Sep.10,0.66,26.82,82890217,5027114,-0.024408,0.69,27.2,52113525,5027114,0.014169,0.53,27.12,33224484,5027114,-0.002941,0.76,26.96,58260128,5027114,-0.0059,0.34,26.95,34263842,5027114,-0.000371,-0.002564,1
22.Sep.10,0.69,27.2,52113525,5027114,0.014169,0.53,27.12,33224484,5027114,-0.002941,0.76,26.96,58260128,5027114,-0.0059,0.34,26.95,34263842,5027114,-0.000371,0.61,27.19,43390205,5027114,0.008905,-0.004825,0
23.Sep.10,0.53,27.12,33224484,5027114,-0.002941,0.76,26.96,58260128,5027114,-0.0059,0.34,26.95,34263842,5027114,-0.000371,0.61,27.19,43390205,5027114,0.008905,0.37,27.1695,36721487,5027114,-0.000754,-0.008331,0
24.Sep.10,0.76,26.96,58260128,5027114,-0.0059,0.34,26.95,34263842,5027114,-0.000371,0.61,27.19,43390205,5027114,0.008905,0.37,27.1695,36721487,5027114,-0.000754,0.6,26.85,43023925,5027114,-0.01176,0.021194,1
27.Sep.10,0.34,26.95,34263842,5027114,-0.000371,0.61,27.19,43390205,5027114,0.008905,0.37,27.1695,36721487,5027114,-0.000754,0.6,26.85,43023925,5027114,-0.01176,0.47,27.235,33814881,5027114,0.014339,-0.005667,0
28.Sep.10,0.61,27.19,43390205,5027114,0.008905,0.37,27.1695,36721487,5027114,-0.000754,0.6,26.85,43023925,5027114,-0.01176,0.47,27.235,33814881,5027114,0.014339,0.47,26.9,36947174,5027114,-0.0123,0.00485,1
29.Sep.10,0.37,27.1695,36721487,5027114,-0.000754,0.6,26.85,43023925,5027114,-0.01176,0.47,27.235,33814881,5027114,0.014339,0.47,26.9,36947174,5027114,-0.0123,0.29,27.3,42688232,5027114,0.01487,-0.002588,1
30.Sep.10,0.6,26.85,43023925,5027114,-0.01176,0.47,27.235,33814881,5027114,0.014339,0.47,26.9,36947174,5027114,-0.0123,0.29,27.3,42688232,5027114,0.01487,0.62,27.58,50783692,5027114,0.010256,-0.003084,1
1.Oct.10,0.47,27.235,33814881,5027114,0.014339,0.47,26.9,36947174,5027114,-0.0123,0.29,27.3,42688232,5027114,0.01487,0.62,27.58,50783692,5027114,0.010256,0.35,27.69,40748575,5027114,0.003988,0.004416,1
4.Oct.10,0.47,26.9,36947174,5027114,-0.0123,0.29,27.3,42688232,5027114,0.01487,0.62,27.58,50783692,5027114,0.010256,0.35,27.69,40748575,5027114,0.003988,0.77,28,33270885,5027114,0.011195,-0.008035,0
5.Oct.10,0.29,27.3,42688232,5027114,0.01487,0.62,27.58,50783692,5027114,0.010256,0.35,27.69,40748575,5027114,0.003988,0.77,28,33270885,5027114,0.011195,0.37,27.85,22747780,5027114,-0.005357,0.020861,1
6.Oct.10,0.62,27.58,50783692,5027114,0.010256,0.35,27.69,40748575,5027114,0.003988,0.77,28,33270885,5027114,0.011195,0.37,27.85,22747780,5027114,-0.005357,0.59,27.95,27668180,5027114,0.003591,-0.000672,1
7.Oct.10,0.35,27.69,40748575,5027114,0.003988,0.77,28,33270885,5027114,0.011195,0.37,27.85,22747780,5027114,-0.005357,0.59,27.95,27668180,5027114,0.003591,1.93,28.6,48891605,5027114,0.023256,-0.001647,0
8.Oct.10,0.77,28,33270885,5027114,0.011195,0.37,27.85,22747780,5027114,-0.005357,0.59,27.95,27668180,5027114,0.003591,1.93,28.6,48891605,5027114,0.023256,0.59,28.33,38288977,5027114,-0.009441,0.006122,1
11.Oct.10,0.37,27.85,22747780,5027114,-0.005357,0.59,27.95,27668180,5027114,0.003591,1.93,28.6,48891605,5027114,0.023256,0.59,28.33,38288977,5027114,-0.009441,0.75,28.9,54954561,5027114,0.02012,0.000146,1
12.Oct.10,0.59,27.95,27668180,5027114,0.003591,1.93,28.6,48891605,5027114,0.023256,0.59,28.33,38288977,5027114,-0.009441,0.75,28.9,54954561,5027114,0.02012,0.65,29.23,35937546,5027114,0.011419,0.003819,0
13.Oct.10,1.93,28.6,48891605,5027114,0.023256,0.59,28.33,38288977,5027114,-0.009441,0.75,28.9,54954561,5027114,0.02012,0.65,29.23,35937546,5027114,0.011419,0.789,29.13,44900146,5027114,-0.003421,0.007121,0
14.Oct.10,0.59,28.33,38288977,5027114,-0.009441,0.75,28.9,54954561,5027114,0.02012,0.65,29.23,35937546,5027114,0.011419,0.789,29.13,44900146,5027114,-0.003421,0.58,28.64,39239553,5027114,-0.016821,-0.003641,1
15.Oct.10,0.75,28.9,54954561,5027114,0.02012,0.65,29.23,35937546,5027114,0.011419,0.789,29.13,44900146,5027114,-0.003421,0.58,28.64,39239553,5027114,-0.016821,0.57,28.82,30405504,5027114,0.006285,0.002028,1
18.Oct.10,0.65,29.23,35937546,5027114,0.011419,0.789,29.13,44900146,5027114,-0.003421,0.58,28.64,39239553,5027114,-0.016821,0.57,28.82,30405504,5027114,0.006285,0.3,28.9925,16585615,5027114,0.005985,0.007244,0
19.Oct.10,0.789,29.13,44900146,5027114,-0.003421,0.58,28.64,39239553,5027114,-0.016821,0.57,28.82,30405504,5027114,0.006285,0.3,28.9925,16585615,5027114,0.005985,0.48,28.84,30768324,5027114,-0.00526,-0.015877,0
20.Oct.10,0.58,28.64,39239553,5027114,-0.016821,0.57,28.82,30405504,5027114,0.006285,0.3,28.9925,16585615,5027114,0.005985,0.48,28.84,30768324,5027114,-0.00526,0.3,28.63,28146262,5027114,-0.007282,0.010524,1
21.Oct.10,0.57,28.82,30405504,5027114,0.006285,0.3,28.9925,16585615,5027114,0.005985,0.48,28.84,30768324,5027114,-0.00526,0.3,28.63,28146262,5027114,-0.007282,0.46,28.7,34005417,5027114,0.002445,0.001774,1
22.Oct.10,0.3,28.9925,16585615,5027114,0.005985,0.48,28.84,30768324,5027114,-0.00526,0.3,28.63,28146262,5027114,-0.007282,0.46,28.7,34005417,5027114,0.002445,0.98,29.36,35304027,5027114,0.022997,0.002389,1
25.Oct.10,0.48,28.84,30768324,5027114,-0.00526,0.3,28.63,28146262,5027114,-0.007282,0.46,28.7,34005417,5027114,0.002445,0.98,29.36,35304027,5027114,0.022997,0.41,29.38,35198188,5027114,0.000681,0.002147,0
26.Oct.10,0.3,28.63,28146262,5027114,-0.007282,0.46,28.7,34005417,5027114,0.002445,0.98,29.36,35304027,5027114,0.022997,0.41,29.38,35198188,5027114,0.000681,0.615,29.13,21235885,5027114,-0.008509,0.000017,1
27.Oct.10,0.46,28.7,34005417,5027114,0.002445,0.98,29.36,35304027,5027114,0.022997,0.41,29.38,35198188,5027114,0.000681,0.615,29.13,21235885,5027114,-0.008509,0.31,29.5325,24363663,5027114,0.013817,-0.002691,0
28.Oct.10,0.98,29.36,35304027,5027114,0.022997,0.41,29.38,35198188,5027114,0.000681,0.615,29.13,21235885,5027114,-0.008509,0.31,29.5325,24363663,5027114,0.013817,0.58,29.2,30168864,5027114,-0.011259,0.001125,1
29.Oct.10,0.41,29.38,35198188,5027114,0.000681,0.615,29.13,21235885,5027114,-0.008509,0.31,29.5325,24363663,5027114,0.013817,0.58,29.2,30168864,5027114,-0.011259,0.72,29.47,35842937,5027114,0.009247,-0.000439,0
1.Nov.10,0.615,29.13,21235885,5027114,-0.008509,0.31,29.5325,24363663,5027114,0.013817,0.58,29.2,30168864,5027114,-0.011259,0.72,29.47,35842937,5027114,0.009247,0.52,29.25,28431846,5027114,-0.007465,0.000947,0
2.Nov.10,0.31,29.5325,24363663,5027114,0.013817,0.58,29.2,30168864,5027114,-0.011259,0.72,29.47,35842937,5027114,0.009247,0.52,29.25,28431846,5027114,-0.007465,0.3471,29.04,27316215,5027114,-0.007179,0.007759,0
3.Nov.10,0.58,29.2,30168864,5027114,-0.011259,0.72,29.47,35842937,5027114,0.009247,0.52,29.25,28431846,5027114,-0.007465,0.3471,29.04,27316215,5027114,-0.007179,0.64,28.74,34746596,5027114,-0.010331,0.003678,0
4.Nov.10,0.72,29.47,35842937,5027114,0.009247,0.52,29.25,28431846,5027114,-0.007465,0.3471,29.04,27316215,5027114,-0.007179,0.64,28.74,34746596,5027114,-0.010331,0.48,28.69,27998196,5027114,-0.00174,0.019283,0
5.Nov.10,0.52,29.25,28431846,5027114,-0.007465,0.3471,29.04,27316215,5027114,-0.007179,0.64,28.74,34746596,5027114,-0.010331,0.48,28.69,27998196,5027114,-0.00174,0.9,28.5725,37398187,5027114,-0.004096,0.003923,0
8.Nov.10,0.3471,29.04,27316215,5027114,-0.007179,0.64,28.74,34746596,5027114,-0.010331,0.48,28.69,27998196,5027114,-0.00174,0.9,28.5725,37398187,5027114,-0.004096,0.52,28.32,25963791,5027114,-0.008837,-0.002121,1
9.Nov.10,0.64,28.74,34746596,5027114,-0.010331,0.48,28.69,27998196,5027114,-0.00174,0.9,28.5725,37398187,5027114,-0.004096,0.52,28.32,25963791,5027114,-0.008837,0.49,28.4,21770381,5027114,0.002825,-0.008052,0
10.Nov.10,0.48,28.69,27998196,5027114,-0.00174,0.9,28.5725,37398187,5027114,-0.004096,0.52,28.32,25963791,5027114,-0.008837,0.49,28.4,21770381,5027114,0.002825,0.6,27.58,31350878,5027114,-0.028873,0.004376,1
11.Nov.10,0.9,28.5725,37398187,5027114,-0.004096,0.52,28.32,25963791,5027114,-0.008837,0.49,28.4,21770381,5027114,0.002825,0.6,27.58,31350878,5027114,-0.028873,0.62,27.91,24794409,5027114,0.011965,-0.004242,1
12.Nov.10,0.52,28.32,25963791,5027114,-0.008837,0.49,28.4,21770381,5027114,0.002825,0.6,27.58,31350878,5027114,-0.028873,0.62,27.91,24794409,5027114,0.011965,0.435,28.31,32822607,5027114,0.014332,-0.011808,0
15.Nov.10,0.49,28.4,21770381,5027114,0.002825,0.6,27.58,31350878,5027114,-0.028873,0.62,27.91,24794409,5027114,0.011965,0.435,28.31,32822607,5027114,0.014332,0.34,28.1525,25998315,5027114,-0.005563,-0.001217,0
16.Nov.10,0.6,27.58,31350878,5027114,-0.028873,0.62,27.91,24794409,5027114,0.011965,0.435,28.31,32822607,5027114,0.014332,0.34,28.1525,25998315,5027114,-0.005563,0.3,28.05,27763199,5027114,-0.003641,-0.016205,0
17.Nov.10,0.62,27.91,24794409,5027114,0.011965,0.435,28.31,32822607,5027114,0.014332,0.34,28.1525,25998315,5027114,-0.005563,0.3,28.05,27763199,5027114,-0.003641,0.74,27.19,31472321,5027114,-0.030659,0.000212,1
18.Nov.10,0.435,28.31,32822607,5027114,0.014332,0.34,28.1525,25998315,5027114,-0.005563,0.3,28.05,27763199,5027114,-0.003641,0.74,27.19,31472321,5027114,-0.030659,0.26,27.74,35126405,5027114,0.020228,0.015357,0
19.Nov.10,0.34,28.1525,25998315,5027114,-0.005563,0.3,28.05,27763199,5027114,-0.003641,0.74,27.19,31472321,5027114,-0.030659,0.26,27.74,35126405,5027114,0.020228,0.28,27.49,13052277,5027114,-0.009012,0.00254,0
22.Nov.10,0.3,28.05,27763199,5027114,-0.003641,0.74,27.19,31472321,5027114,-0.030659,0.26,27.74,35126405,5027114,0.020228,0.28,27.49,13052277,5027114,-0.009012,0.43,27.22,32759104,5027114,-0.009822,-0.001575,0
23.Nov.10,0.74,27.19,31472321,5027114,-0.030659,0.26,27.74,35126405,5027114,0.020228,0.28,27.49,13052277,5027114,-0.009012,0.43,27.22,32759104,5027114,-0.009822,0.32,27.045,39391204,5051000,-0.006429,-0.014284,1
24.Nov.10,0.26,27.74,35126405,5027114,0.020228,0.28,27.49,13052277,5027114,-0.009012,0.43,27.22,32759104,5027114,-0.009822,0.32,27.045,39391204,5051000,-0.006429,0.285,27.65,34966279,5051000,0.02237,0.014923,1
26.Nov.10,0.28,27.49,13052277,5027114,-0.009012,0.43,27.22,32759104,5027114,-0.009822,0.32,27.045,39391204,5051000,-0.006429,0.285,27.65,34966279,5051000,0.02237,0.49,28.1,32237829,5051000,0.016275,-0.007469,1
29.Nov.10,0.43,27.22,32759104,5027114,-0.009822,0.32,27.045,39391204,5051000,-0.006429,0.285,27.65,34966279,5051000,0.02237,0.49,28.1,32237829,5051000,0.016275,0.84,28.81,34606442,5051000,0.025267,-0.001379,0
30.Nov.10,0.32,27.045,39391204,5051000,-0.006429,0.285,27.65,34966279,5051000,0.02237,0.49,28.1,32237829,5051000,0.016275,0.84,28.81,34606442,5051000,0.025267,0.32,28.7325,21284209,5051000,-0.00269,-0.00607,1
1.Dec.10,0.285,27.65,34966279,5051000,0.02237,0.49,28.1,32237829,5051000,0.016275,0.84,28.81,34606442,5051000,0.025267,0.32,28.7325,21284209,5051000,-0.00269,0.43,29.05,32335509,5051000,0.01105,0.021617,1
2.Dec.10,0.49,28.1,32237829,5051000,0.016275,0.84,28.81,34606442,5051000,0.025267,0.32,28.7325,21284209,5051000,-0.00269,0.43,29.05,32335509,5051000,0.01105,0.28,29.23,14961015,5051000,0.006196,0.012818,1
3.Dec.10,0.84,28.81,34606442,5051000,0.025267,0.32,28.7325,21284209,5051000,-0.00269,0.43,29.05,32335509,5051000,0.01105,0.28,29.23,14961015,5051000,0.006196,0.45,29.26,18385456,5051000,0.001026,0.002603,1
6.Dec.10,0.32,28.7325,21284209,5051000,-0.00269,0.43,29.05,32335509,5051000,0.01105,0.28,29.23,14961015,5051000,0.006196,0.45,29.26,18385456,5051000,0.001026,0.56,29.945,28718612,5051000,0.023411,-0.001298,1
7.Dec.10,0.43,29.05,32335509,5051000,0.01105,0.28,29.23,14961015,5051000,0.006196,0.45,29.26,18385456,5051000,0.001026,0.56,29.945,28718612,5051000,0.023411,1.145,30.415,45760035,5052420,0.015695,0.000515,1
8.Dec.10,0.28,29.23,14961015,5051000,0.006196,0.45,29.26,18385456,5051000,0.001026,0.56,29.945,28718612,5051000,0.023411,1.145,30.415,45760035,5052420,0.015695,0.39,30.51,25527966,5052420,0.003123,0.003702,0
9.Dec.10,0.45,29.26,18385456,5051000,0.001026,0.56,29.945,28718612,5051000,0.023411,1.145,30.415,45760035,5052420,0.015695,0.39,30.51,25527966,5052420,0.003123,0.44,30.49,30680944,5052420,-0.000656,0.003843,0
10.Dec.10,0.56,29.945,28718612,5051000,0.023411,1.145,30.415,45760035,5052420,0.015695,0.39,30.51,25527966,5052420,0.003123,0.44,30.49,30680944,5052420,-0.000656,0.52,30.27,47664811,5052420,-0.007215,0.006002,1
13.Dec.10,1.145,30.415,45760035,5052420,0.015695,0.39,30.51,25527966,5052420,0.003123,0.44,30.49,30680944,5052420,-0.000656,0.52,30.27,47664811,5052420,-0.007215,0.9,31.4625,92763016,5052420,0.039395,0.000048,1
14.Dec.10,0.39,30.51,25527966,5052420,0.003123,0.44,30.49,30680944,5052420,-0.000656,0.52,30.27,47664811,5052420,-0.007215,0.9,31.4625,92763016,5052420,0.039395,0.83,31.675,33718869,5052420,0.006754,0.000911,1
15.Dec.10,0.44,30.49,30680944,5052420,-0.000656,0.52,30.27,47664811,5052420,-0.007215,0.9,31.4625,92763016,5052420,0.039395,0.83,31.675,33718869,5052420,0.006754,0.41,31.76,20095126,5052420,0.002684,-0.005122,0
16.Dec.10,0.52,30.27,47664811,5052420,-0.007215,0.9,31.4625,92763016,5052420,0.039395,0.83,31.675,33718869,5052420,0.006754,0.41,31.76,20095126,5052420,0.002684,0.3225,31.66,14097615,5052420,-0.003149,0.006185,0
17.Dec.10,0.9,31.4625,92763016,5052420,0.039395,0.83,31.675,33718869,5052420,0.006754,0.41,31.76,20095126,5052420,0.002684,0.3225,31.66,14097615,5052420,-0.003149,0.29,31.54,13134741,5052420,-0.00379,0.000837,1
20.Dec.10,0.83,31.675,33718869,5052420,0.006754,0.41,31.76,20095126,5052420,0.002684,0.3225,31.66,14097615,5052420,-0.003149,0.29,31.54,13134741,5052420,-0.00379,0.56,31.66,13906649,5052420,0.003805,0.002548,0
21.Dec.10,0.41,31.76,20095126,5052420,0.002684,0.3225,31.66,14097615,5052420,-0.003149,0.29,31.54,13134741,5052420,-0.00379,0.56,31.66,13906649,5052420,0.003805,0.3501,31.57,9800319,5052420,-0.002843,0.00603,0
22.Dec.10,0.3225,31.66,14097615,5052420,-0.003149,0.29,31.54,13134741,5052420,-0.00379,0.56,31.66,13906649,5052420,0.003805,0.3501,31.57,9800319,5052420,-0.002843,0.27,31.5,9821597,5052420,-0.002217,0.00338,0
23.Dec.10,0.29,31.54,13134741,5052420,-0.00379,0.56,31.66,13906649,5052420,0.003805,0.3501,31.57,9800319,5052420,-0.002843,0.27,31.5,9821597,5052420,-0.002217,0.37,31.29,13072507,5052420,-0.006667,-0.001644,1
27.Dec.10,0.56,31.66,13906649,5052420,0.003805,0.3501,31.57,9800319,5052420,-0.002843,0.27,31.5,9821597,5052420,-0.002217,0.37,31.29,13072507,5052420,-0.006667,0.4,31.3,11793113,5052420,0.00032,0.000613,1
28.Dec.10,0.3501,31.57,9800319,5052420,-0.002843,0.27,31.5,9821597,5052420,-0.002217,0.37,31.29,13072507,5052420,-0.006667,0.4,31.3,11793113,5052420,0.00032,0.415,31.62,21136353,5052420,0.010224,0.000771,0
29.Dec.10,0.27,31.5,9821597,5052420,-0.002217,0.37,31.29,13072507,5052420,-0.006667,0.4,31.3,11793113,5052420,0.00032,0.415,31.62,21136353,5052420,0.010224,0.615,31.48,22978313,5052420,-0.004428,0.001009,0
30.Dec.10,0.37,31.29,13072507,5052420,-0.006667,0.4,31.3,11793113,5052420,0.00032,0.415,31.62,21136353,5052420,0.010224,0.615,31.48,22978313,5052420,-0.004428,0.46,31.04,36464087,5052420,-0.013977,-0.001508,1
31.Dec.10,0.4,31.3,11793113,5052420,0.00032,0.415,31.62,21136353,5052420,0.010224,0.615,31.48,22978313,5052420,-0.004428,0.46,31.04,36464087,5052420,-0.013977,0.18,31.17,21963429,5052420,0.004188,-0.000191,0
3.Jan.11,0.415,31.62,21136353,5052420,0.010224,0.615,31.48,22978313,5052420,-0.004428,0.46,31.04,36464087,5052420,-0.013977,0.18,31.17,21963429,5052420,0.004188,0.41,31.03,27819266,5052420,-0.004491,0.011315,1
4.Jan.11,0.615,31.48,22978313,5052420,-0.004428,0.46,31.04,36464087,5052420,-0.013977,0.18,31.17,21963429,5052420,0.004188,0.41,31.03,27819266,5052420,-0.004491,0.42,31.04,29831097,5052420,0.000322,-0.001313,0
5.Jan.11,0.46,31.04,36464087,5052420,-0.013977,0.18,31.17,21963429,5052420,0.004188,0.41,31.03,27819266,5052420,-0.004491,0.42,31.04,29831097,5052420,0.000322,0.24,30.99,26501101,5052420,-0.001611,0.005007,0
6.Jan.11,0.18,31.17,21963429,5052420,0.004188,0.41,31.03,27819266,5052420,-0.004491,0.42,31.04,29831097,5052420,0.000322,0.24,30.99,26501101,5052420,-0.001611,0.29,30.945,34060450,5052420,-0.001452,-0.002123,1
7.Jan.11,0.41,31.03,27819266,5052420,-0.004491,0.42,31.04,29831097,5052420,0.000322,0.24,30.99,26501101,5052420,-0.001611,0.29,30.945,34060450,5052420,-0.001452,0.49,31.18,43574113,5052420,0.007594,-0.001845,1
10.Jan.11,0.42,31.04,29831097,5052420,0.000322,0.24,30.99,26501101,5052420,-0.001611,0.29,30.945,34060450,5052420,-0.001452,0.49,31.18,43574113,5052420,0.007594,0.4,31.245,38074998,5052420,0.002085,-0.001376,1
11.Jan.11,0.24,30.99,26501101,5052420,-0.001611,0.29,30.945,34060450,5052420,-0.001452,0.49,31.18,43574113,5052420,0.007594,0.4,31.245,38074998,5052420,0.002085,0.32,31.53,28359740,5052420,0.009121,0.003725,1
12.Jan.11,0.29,30.945,34060450,5052420,-0.001452,0.49,31.18,43574113,5052420,0.007594,0.4,31.245,38074998,5052420,0.002085,0.32,31.53,28359740,5052420,0.009121,0.335,31.6,27094952,5052420,0.00222,0.009008,1
13.Jan.11,0.49,31.18,43574113,5052420,0.007594,0.4,31.245,38074998,5052420,0.002085,0.32,31.53,28359740,5052420,0.009121,0.335,31.6,27094952,5052420,0.00222,0.88,32.305,47930038,5052420,0.02231,-0.001711,1
14.Jan.11,0.4,31.245,38074998,5052420,0.002085,0.32,31.53,28359740,5052420,0.009121,0.335,31.6,27094952,5052420,0.00222,0.88,32.305,47930038,5052420,0.02231,0.335,32.51,34614336,5052420,0.006346,0.007385,0
18.Jan.11,0.32,31.53,28359740,5052420,0.009121,0.335,31.6,27094952,5052420,0.00222,0.88,32.305,47930038,5052420,0.02231,0.335,32.51,34614336,5052420,0.006346,0.58,32.4,20324872,5052420,-0.003383,0.001376,0
19.Jan.11,0.335,31.6,27094952,5052420,0.00222,0.88,32.305,47930038,5052420,0.02231,0.335,32.51,34614336,5052420,0.006346,0.58,32.4,20324872,5052420,-0.003383,0.5,32.29,26064275,5052420,-0.003395,-0.010116,1
20.Jan.11,0.88,32.305,47930038,5052420,0.02231,0.335,32.51,34614336,5052420,0.006346,0.58,32.4,20324872,5052420,-0.003383,0.5,32.29,26064275,5052420,-0.003395,0.57,32.56,21631815,5052420,0.008362,-0.001295,1
21.Jan.11,0.335,32.51,34614336,5052420,0.006346,0.58,32.4,20324872,5052420,-0.003383,0.5,32.29,26064275,5052420,-0.003395,0.57,32.56,21631815,5052420,0.008362,0.93,32.92,25767941,5052420,0.011056,0.002414,0
24.Jan.11,0.58,32.4,20324872,5052420,-0.003383,0.5,32.29,26064275,5052420,-0.003395,0.57,32.56,21631815,5052420,0.008362,0.93,32.92,25767941,5052420,0.011056,1.47,32,31026035,5052420,-0.027946,0.005836,1
25.Jan.11,0.5,32.29,26064275,5052420,-0.003395,0.57,32.56,21631815,5052420,0.008362,0.93,32.92,25767941,5052420,0.011056,1.47,32,31026035,5052420,-0.027946,0.36,32.03,20964967,5052420,0.000937,0.000263,1
26.Jan.11,0.57,32.56,21631815,5052420,0.008362,0.93,32.92,25767941,5052420,0.011056,1.47,32,31026035,5052420,-0.027946,0.36,32.03,20964967,5052420,0.000937,1.32,33.24,32789514,5052420,0.037777,0.004221,0
27.Jan.11,0.93,32.92,25767941,5052420,0.011056,1.47,32,31026035,5052420,-0.027946,0.36,32.03,20964967,5052420,0.000937,1.32,33.24,32789514,5052420,0.037777,0.56,33.1425,19482225,5052420,-0.002933,0.002244,0
28.Jan.11,1.47,32,31026035,5052420,-0.027946,0.36,32.03,20964967,5052420,0.000937,1.32,33.24,32789514,5052420,0.037777,0.56,33.1425,19482225,5052420,-0.002933,0.435,32.99,17742840,5052420,-0.004601,-0.017852,0
31.Jan.11,0.36,32.03,20964967,5052420,0.000937,1.32,33.24,32789514,5052420,0.037777,0.56,33.1425,19482225,5052420,-0.002933,0.435,32.99,17742840,5052420,-0.004601,0.45,32.62,38833375,5052420,-0.011216,0.007663,1
1.Feb.11,1.32,33.24,32789514,5052420,0.037777,0.56,33.1425,19482225,5052420,-0.002933,0.435,32.99,17742840,5052420,-0.004601,0.45,32.62,38833375,5052420,-0.011216,0.74,32.98,22988293,5052420,0.011036,0.016694,1
2.Feb.11,0.56,33.1425,19482225,5052420,-0.002933,0.435,32.99,17742840,5052420,-0.004601,0.45,32.62,38833375,5052420,-0.011216,0.74,32.98,22988293,5052420,0.011036,0.44,33.03,15547674,5052420,0.001516,-0.002723,0
3.Feb.11,0.435,32.99,17742840,5052420,-0.004601,0.45,32.62,38833375,5052420,-0.011216,0.74,32.98,22988293,5052420,0.011036,0.44,33.03,15547674,5052420,0.001516,0.49,32.889,17250857,5052420,-0.004269,0.002354,1
4.Feb.11,0.45,32.62,38833375,5052420,-0.011216,0.74,32.98,22988293,5052420,0.011036,0.44,33.03,15547674,5052420,0.001516,0.49,32.889,17250857,5052420,-0.004269,0.6,33.26,17392750,5052420,0.01128,0.002884,1
7.Feb.11,0.74,32.98,22988293,5052420,0.011036,0.44,33.03,15547674,5052420,0.001516,0.49,32.889,17250857,5052420,-0.004269,0.6,33.26,17392750,5052420,0.01128,0.56,33.47,17544702,5052420,0.006314,0.00624,0
8.Feb.11,0.44,33.03,15547674,5052420,0.001516,0.49,32.889,17250857,5052420,-0.004269,0.6,33.26,17392750,5052420,0.01128,0.56,33.47,17544702,5052420,0.006314,0.305,33.29,16536606,5052420,-0.005378,0.004185,0
9.Feb.11,0.49,32.889,17250857,5052420,-0.004269,0.6,33.26,17392750,5052420,0.01128,0.56,33.47,17544702,5052420,0.006314,0.305,33.29,16536606,5052420,-0.005378,0.54,32.76,19458217,5052420,-0.015921,-0.002786,1
